A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,ranking,a,b,c,d,e,f,g,h,i,j,k
-1.22,1.33,-0.581,0.162,0.315,-0.327,-0.124,-1.22,-0.9590000000000001,0.369,0.521,0.521,2.38,-0.65,0.644,-0.581,-1.22,0.369,-0.6859999999999999,-0.0875,-0.7190000000000001,0.10800000000000001,-0.8029999999999999,2.44,g>a>f>d>i>j>b>h>k>e>c,1.0,6.0,10.0,3.0,9.0,2.0,0.0,7.0,4.0,5.0,8.0
-0.5579999999999999,-0.5579999999999999,-0.498,0.0008039999999999999,-0.124,0.0862,0.0624,0.132,-0.18,-0.391,0.428,0.428,-0.552,-0.0707,-0.287,-0.313,0.0518,-0.5579999999999999,-0.5579999999999999,-0.385,0.33,-0.5579999999999999,-0.375,4.44,h>d>e>f>k>g>c>i>j>b>a,10.0,9.0,6.0,1.0,2.0,3.0,5.0,0.0,7.0,8.0,4.0
-0.606,-0.606,0.0213,0.935,0.0864,-0.606,-0.606,-0.606,-0.36700000000000005,-0.0166,0.00164,-0.0977,2.88,0.534,0.0633,-0.606,-0.606,-0.606,-0.606,0.111,-0.606,-0.606,-0.485,3.01,e>f>b>d>i>j>g>h>k>a>c,9.0,2.0,10.0,3.0,0.0,1.0,6.0,7.0,4.0,5.0,8.0
-0.235,-0.235,-0.182,-0.235,-0.158,-0.235,-0.235,-0.235,-0.0724,-0.201,-0.235,-0.235,-0.08199999999999999,-0.235,-0.0983,-0.235,-0.235,-0.233,-0.235,-0.235,-0.235,-0.133,-0.235,4.69,c>b>g>i>k>j>a>e>f>d>h,6.0,1.0,0.0,9.0,7.0,8.0,2.0,10.0,3.0,5.0,4.0
-0.276,0.106,-0.28300000000000003,0.10400000000000001,-0.32299999999999995,-0.19899999999999998,-0.32299999999999995,-0.32299999999999995,0.33399999999999996,-0.32299999999999995,-0.32299999999999995,-0.245,-0.302,-0.237,-0.129,-0.32299999999999995,-0.32299999999999995,-0.32299999999999995,-0.263,-0.0275,0.0329,-0.32299999999999995,-0.32299999999999995,4.62,j>i>f>a>b>c>k>d>g>h>e,3.0,4.0,5.0,7.0,10.0,2.0,8.0,9.0,1.0,0.0,6.0
0.257,0.846,0.311,-0.172,0.551,0.23,0.15,0.23,0.257,0.284,0.0156,0.0423,-3.08,0.685,-3.07,0.23,0.096,0.685,0.685,-0.172,0.337,-0.145,-0.19899999999999998,0.953,c>f>h>j>k>i>d>e>a>b>g,8.0,9.0,0.0,6.0,7.0,1.0,10.0,2.0,5.0,3.0,4.0
-0.401,-0.401,1.21,-0.381,0.418,-0.401,-0.401,0.977,0.11699999999999999,-0.401,-0.401,-0.401,-0.401,-0.401,-0.401,-0.39399999999999996,0.21100000000000002,-0.401,-0.396,-0.401,-0.401,-0.34,-0.401,4.19,e>d>h>j>g>c>a>f>b>i>k,6.0,8.0,5.0,1.0,0.0,7.0,4.0,2.0,9.0,3.0,10.0
-0.43700000000000006,-0.364,-0.228,-0.228,-0.40700000000000003,-0.36200000000000004,-0.27699999999999997,-0.379,-0.18100000000000002,-0.336,-0.126,-0.159,0.20600000000000002,0.256,-0.43700000000000006,-0.235,-0.43700000000000006,-0.0683,-0.171,-0.39799999999999996,0.18600000000000003,0.34299999999999997,-0.321,4.57,h>j>f>a>d>b>k>c>e>i>g,3.0,5.0,7.0,4.0,8.0,2.0,10.0,0.0,9.0,1.0,6.0
-1.03,-1.22,0.0382,0.257,0.879,-0.0275,0.0866,0.495,1.17,1.54,0.475,0.475,1.13,-1.34,0.627,-1.11,0.305,-1.9,-1.88,0.278,0.995,0.845,0.0866,-1.18,c>d>h>g>f>j>a>e>b>i>k,6.0,8.0,0.0,1.0,7.0,4.0,3.0,2.0,9.0,5.0,10.0
-0.29100000000000004,-0.149,-0.41200000000000003,-0.415,1.12,-0.604,-0.604,-0.569,-0.353,-0.125,2.02,2.05,-0.604,-0.353,-0.555,-0.28300000000000003,-0.58,-0.0114,-0.353,-0.501,-0.528,-0.37200000000000005,-0.604,3.07,g>d>c>e>h>i>f>j>k>b>a,10.0,9.0,2.0,1.0,3.0,6.0,0.0,4.0,5.0,7.0,8.0
-0.76,-0.83,1.26,-0.6829999999999999,1.32,-0.625,-0.6509999999999999,-0.8490000000000001,1.32,1.28,1.33,1.33,1.21,-0.785,1.25,-0.747,1.03,-0.721,-0.7340000000000001,-0.932,-0.9,-0.625,-0.622,-0.856,b>c>f>i>j>k>a>d>g>e>h,6.0,0.0,1.0,7.0,9.0,2.0,8.0,10.0,3.0,4.0,5.0
-0.083,-0.685,1.61,-0.467,-0.685,-0.685,-0.685,0.631,-0.506,0.631,-0.0324,-0.0987,-0.18600000000000003,-0.685,-0.6709999999999999,-0.685,-0.322,-0.685,0.125,2.2,-0.14,-0.685,-0.331,3.13,g>f>i>j>k>e>a>h>c>d>b,6.0,10.0,8.0,9.0,5.0,1.0,0.0,7.0,2.0,3.0,4.0
0.82,1.22,-0.564,-0.797,-0.379,-0.894,-0.625,-0.40299999999999997,-0.506,-0.531,-0.894,-0.894,-0.316,1.6,-0.39399999999999996,1.34,-0.49700000000000005,1.12,1.12,-0.5489999999999999,-0.48200000000000004,-0.327,-0.894,2.73,c>g>h>i>f>e>b>d>a>j>k,8.0,6.0,0.0,7.0,5.0,4.0,1.0,2.0,3.0,9.0,10.0
-0.217,-0.217,-0.2,-0.20800000000000002,-0.195,-0.214,-0.196,-0.204,-0.217,-0.217,-0.217,-0.217,-0.217,-0.217,-0.217,-0.217,-0.217,-0.217,-0.217,-0.207,-0.10800000000000001,-0.19699999999999998,-0.16,4.69,f>b>c>g>h>e>i>k>j>d>a,10.0,1.0,2.0,9.0,5.0,0.0,3.0,4.0,6.0,8.0,7.0
-0.521,-0.32899999999999996,-0.114,-0.498,3.05,-0.513,-0.52,0.233,2.48,-0.452,-0.514,-0.496,-0.506,-0.498,-0.49700000000000005,-0.445,0.098,-0.439,-0.433,-0.498,1.93,-0.461,0.0829,-0.147,k>g>d>c>b>a>j>h>i>e>f,5.0,4.0,3.0,2.0,9.0,10.0,1.0,7.0,8.0,6.0,0.0
0.0691,0.409,0.302,-0.902,-0.0465,-1.02,-0.9990000000000001,-0.0249,2.44,2.88,-0.0178,-0.0685,-1.04,0.098,-0.82,0.314,0.013000000000000001,0.268,0.294,-1.04,0.192,0.7070000000000001,-1.04,-0.971,h>d>j>g>e>f>a>b>c>i>k,6.0,7.0,8.0,1.0,4.0,5.0,3.0,0.0,9.0,2.0,10.0
-1.26,-0.38,1.07,-0.071,0.449,-0.818,-0.7659999999999999,-0.9790000000000001,-1.26,0.231,0.951,1.65,-0.10099999999999999,-0.47700000000000004,1.23,-0.53,-1.26,-0.317,2.43,-0.598,-0.6940000000000001,0.951,-0.38,0.951,k>e>d>c>f>g>h>j>i>a>b,9.0,10.0,3.0,2.0,1.0,4.0,5.0,6.0,8.0,7.0,0.0
0.26899999999999996,-0.568,0.152,-0.23800000000000002,-0.568,-0.568,-0.149,-0.568,-0.28300000000000003,-0.568,-0.0759,-0.568,-0.568,0.0978,-0.568,-0.568,2.46,-0.204,-0.568,-0.40399999999999997,2.87,-0.496,-0.451,2.13,g>b>c>e>h>i>d>j>k>a>f,9.0,1.0,2.0,6.0,3.0,10.0,0.0,4.0,5.0,7.0,8.0
2.2,-0.6609999999999999,0.603,-0.6609999999999999,-0.6609999999999999,-0.6609999999999999,-0.6609999999999999,0.8270000000000001,-0.6609999999999999,-0.281,-0.6609999999999999,-0.6609999999999999,-0.6609999999999999,-0.6609999999999999,0.408,-0.6609999999999999,0.319,2.43,2.01,-0.6609999999999999,-0.0983,-0.6609999999999999,-0.6609999999999999,0.8270000000000001,k>a>b>f>h>g>e>j>i>c>d,1.0,2.0,9.0,10.0,6.0,3.0,5.0,4.0,8.0,7.0,0.0
1.04,0.621,-0.536,-0.5579999999999999,-0.5379999999999999,-0.557,-0.5579999999999999,-0.54,-0.557,-0.5579999999999999,-0.542,-0.542,-0.534,1.14,-0.5579999999999999,0.997,-0.546,1.05,1.08,-0.5579999999999999,-0.5579999999999999,-0.551,-0.5579999999999999,3.44,c>g>k>h>f>e>b>d>a>i>j,8.0,6.0,0.0,7.0,5.0,4.0,1.0,3.0,9.0,10.0,2.0
-0.478,0.16,0.265,-0.39,-0.478,-0.478,0.838,-0.478,-0.478,-0.478,-0.39,0.42100000000000004,-0.478,0.983,-0.478,-0.478,-0.478,-0.14400000000000002,-0.478,-0.478,0.265,0.00202,-0.478,4.21,e>c>g>j>i>d>a>h>b>f>k,6.0,8.0,1.0,5.0,0.0,9.0,2.0,7.0,4.0,3.0,10.0
-0.7290000000000001,-0.725,-0.37799999999999995,-0.7290000000000001,2.26,-0.7290000000000001,-0.6990000000000001,0.905,-0.0436,0.925,0.6579999999999999,0.804,-0.7290000000000001,-0.45899999999999996,-0.713,-0.257,1.54,-0.7290000000000001,-0.7290000000000001,-0.37799999999999995,-0.345,-0.546,-0.7290000000000001,2.56,j>h>g>a>c>d>f>b>e>k>i,3.0,7.0,4.0,5.0,8.0,6.0,2.0,1.0,10.0,0.0,9.0
-0.294,0.0827,-0.645,-0.502,0.201,0.0279,0.373,-0.63,3.62,-0.248,-0.35600000000000004,-0.535,-0.628,-0.7140000000000001,-0.16399999999999998,-0.71,2.06,-0.684,0.522,-0.326,-0.7140000000000001,0.287,-0.7140000000000001,0.6940000000000001,j>c>h>e>f>d>a>g>i>b>k,6.0,9.0,1.0,5.0,3.0,4.0,7.0,2.0,8.0,0.0,10.0
-0.506,0.222,-0.364,-0.301,-0.0111,1.43,1.18,-0.0763,-0.561,2.87,-0.526,-0.561,-0.561,-0.524,-0.561,-0.561,-0.52,-0.467,-0.501,-0.526,-0.214,2.65,-0.561,-0.467,b>c>g>i>h>k>a>d>j>f>e,6.0,0.0,1.0,7.0,10.0,9.0,2.0,4.0,3.0,8.0,5.0
-0.635,-0.359,-0.544,-0.63,2.38,-0.635,-0.624,-0.0658,2.38,-0.308,-0.47,-0.47,-0.635,-0.373,-0.635,-0.348,0.983,-0.5379999999999999,-0.40399999999999997,-0.299,2.21,-0.419,-0.604,1.05,g>i>h>a>f>b>k>e>j>d>c,3.0,5.0,10.0,9.0,7.0,4.0,0.0,2.0,1.0,8.0,6.0
-0.0509,0.384,-0.363,-0.96,2.13,-0.972,-0.972,0.292,1.45,0.836,-0.544,-0.41,-0.956,-0.972,0.161,-0.956,0.39399999999999996,0.595,0.603,-0.966,-0.175,-0.0976,-0.972,2.54,c>j>i>g>d>f>h>a>b>k>e,7.0,8.0,0.0,4.0,10.0,5.0,3.0,6.0,2.0,1.0,9.0
0.895,0.479,1.09,-0.7879999999999999,1.82,-0.812,-0.723,0.868,1.49,-0.797,-0.823,-0.818,-0.7659999999999999,-0.794,-0.838,-0.8079999999999999,1.41,0.568,-0.7859999999999999,-0.805,0.986,-0.8270000000000001,-0.753,1.54,k>f>a>b>g>d>h>e>j>c>i,2.0,3.0,9.0,5.0,7.0,1.0,4.0,6.0,10.0,8.0,0.0
-0.594,-0.594,-0.518,-0.594,-0.594,-0.10800000000000001,-0.594,-0.0491,-0.594,-0.23399999999999999,2.96,2.96,-0.358,0.316,0.04,-0.594,-0.594,0.579,-0.594,0.507,-0.594,0.6509999999999999,-0.594,-0.22399999999999998,d>e>f>h>i>k>a>b>c>j>g,6.0,7.0,8.0,0.0,1.0,2.0,10.0,3.0,4.0,9.0,5.0
-0.764,0.826,0.8490000000000001,-0.764,-0.764,-0.764,-0.764,-0.764,-0.764,0.7979999999999999,0.986,0.986,-0.764,3.3,-0.764,0.355,0.27899999999999997,0.94,-0.764,-0.0798,-0.764,-0.764,0.0969,-0.151,j>i>d>a>c>b>k>g>h>f>e,3.0,5.0,4.0,2.0,10.0,9.0,7.0,8.0,1.0,0.0,6.0
1.16,-0.281,-0.38299999999999995,-0.258,-0.38299999999999995,-0.38299999999999995,-0.38299999999999995,-0.335,-0.366,-0.38299999999999995,-0.38299999999999995,-0.38299999999999995,-0.38299999999999995,0.882,-0.38299999999999995,-0.166,-0.38299999999999995,0.631,-0.38299999999999995,-0.233,-0.38299999999999995,-0.38299999999999995,-0.299,4.24,d>g>i>h>f>e>b>c>a>j>k,8.0,6.0,7.0,0.0,5.0,4.0,1.0,3.0,2.0,9.0,10.0
-0.282,-0.282,-0.142,-0.16399999999999998,-0.282,-0.18100000000000002,-0.0558,-0.282,-0.00488,-0.281,-0.16399999999999998,-0.201,-0.054000000000000006,-0.10300000000000001,-0.282,-0.262,-0.282,-0.264,-0.248,-0.278,-0.282,-0.13699999999999998,-0.161,4.68,f>d>e>h>k>i>a>g>j>c>b,6.0,10.0,9.0,1.0,2.0,0.0,7.0,3.0,5.0,8.0,4.0
-0.445,-0.28800000000000003,-0.267,-0.38799999999999996,-0.313,-0.28800000000000003,-0.445,-0.445,-0.445,-0.445,-0.28800000000000003,-0.26899999999999996,-0.445,0.495,-0.318,1.48,-0.445,0.42200000000000004,0.355,-0.32899999999999996,-0.445,-0.201,-0.445,4.2,b>h>e>i>g>f>c>d>a>k>j,8.0,0.0,6.0,7.0,2.0,5.0,4.0,1.0,3.0,10.0,9.0
-0.266,-0.253,-0.242,-0.149,-0.24600000000000002,-0.10099999999999999,-0.266,-0.247,-0.21100000000000002,-0.20600000000000002,-0.233,-0.266,-0.266,-0.204,-0.2,-0.141,-0.23,-0.226,-0.171,-0.10099999999999999,-0.266,-0.10800000000000001,-0.0804,4.69,h>g>d>k>j>f>b>i>e>a>c,9.0,6.0,10.0,2.0,8.0,5.0,1.0,0.0,7.0,4.0,3.0
-0.782,0.149,-0.782,1.07,2.35,-0.518,-0.782,-0.782,-0.45799999999999996,0.317,-0.53,-0.0932,-0.782,1.32,-0.782,-0.782,-0.782,0.317,0.052000000000000005,0.381,-0.782,0.932,-0.782,2.54,g>h>d>c>i>k>e>b>j>a>f,9.0,7.0,3.0,2.0,6.0,10.0,0.0,1.0,4.0,8.0,5.0
-0.386,-0.386,0.0224,-0.13699999999999998,-0.257,-0.247,-0.336,-0.0907,-0.22399999999999998,-0.294,-0.0991,-0.0622,0.0224,-0.0808,-0.16399999999999998,-0.386,-0.34,-0.35200000000000004,-0.336,0.124,-0.341,0.0998,-0.381,4.63,a>e>h>i>j>g>b>d>c>f>k,0.0,6.0,8.0,7.0,1.0,9.0,5.0,2.0,3.0,4.0,10.0
-0.233,-0.19699999999999998,-0.207,-0.21899999999999997,-0.17800000000000002,-0.207,-0.223,-0.233,-0.225,-0.155,-0.20800000000000002,-0.233,-0.136,-0.233,-0.11599999999999999,-0.233,-0.233,-0.221,-0.127,-0.165,-0.233,-0.233,-0.233,4.69,e>f>j>d>i>g>a>b>c>h>k,6.0,7.0,8.0,3.0,0.0,1.0,5.0,9.0,4.0,2.0,10.0
-1.03,0.583,-1.01,0.755,0.887,-0.475,-0.92,-1.03,-0.0894,0.728,0.42700000000000005,0.222,1.44,-1.0,-0.376,-0.52,2.09,-1.03,0.504,0.768,-1.03,-0.7809999999999999,-1.03,1.95,h>d>c>e>g>f>i>j>k>b>a,10.0,9.0,2.0,1.0,3.0,5.0,4.0,0.0,6.0,7.0,8.0
-0.9359999999999999,-0.299,1.28,0.778,1.77,-0.299,-0.252,-1.23,-0.818,-0.77,1.77,0.00656,-0.0267,-0.079,1.57,-0.106,-1.23,-0.997,-0.579,0.442,-0.6,0.0616,-1.23,1.77,c>d>f>g>i>j>a>b>e>h>k,6.0,7.0,0.0,1.0,8.0,2.0,3.0,9.0,4.0,5.0,10.0
-0.8420000000000001,1.42,1.62,-0.6579999999999999,-0.836,-0.726,-0.698,-0.807,-0.736,-0.782,-0.19699999999999998,-0.8340000000000001,-0.623,1.65,-0.623,1.32,-0.613,1.23,1.24,-0.76,-0.203,1.54,-0.852,0.778,c>g>h>k>e>j>a>d>b>f>i,6.0,8.0,0.0,7.0,4.0,9.0,1.0,2.0,10.0,5.0,3.0
-0.22399999999999998,-0.22399999999999998,-0.22399999999999998,-0.14800000000000002,-0.22399999999999998,-0.22399999999999998,-0.22399999999999998,-0.22399999999999998,-0.11900000000000001,-0.152,-0.191,-0.22399999999999998,-0.22399999999999998,-0.22399999999999998,-0.156,-0.21899999999999997,-0.22399999999999998,-0.221,-0.22399999999999998,-0.22399999999999998,-0.22399999999999998,-0.14,-0.22399999999999998,4.69,c>d>g>b>k>i>e>j>h>f>a,10.0,3.0,0.0,1.0,6.0,9.0,2.0,8.0,5.0,7.0,4.0
-0.805,-0.805,-0.563,0.578,-0.0177,-0.805,-0.588,0.948,2.06,-0.805,0.245,0.738,-0.0177,-0.508,-0.5329999999999999,-0.778,-0.805,-0.805,-0.384,0.948,-0.7040000000000001,-0.33899999999999997,0.738,3.01,b>e>i>j>k>f>a>h>d>c>g,6.0,0.0,9.0,8.0,1.0,5.0,10.0,7.0,2.0,3.0,4.0
-0.48,-0.48,-0.284,-0.131,-0.414,-0.48,-0.48,-0.0694,-0.48,-0.48,-0.44299999999999995,-0.214,-0.3,-0.126,-0.48,-0.451,-0.48,-0.377,-0.10800000000000001,-0.40299999999999997,2.36,2.25,-0.48,3.03,a>d>c>i>e>h>b>j>k>f>g,0.0,6.0,2.0,1.0,4.0,9.0,10.0,5.0,3.0,7.0,8.0
-0.795,-0.726,1.38,0.757,-0.0732,0.134,-0.218,-0.5670000000000001,-0.841,-0.41600000000000004,-0.5329999999999999,-0.6809999999999999,-0.515,1.11,-0.5429999999999999,1.28,-0.841,-0.7829999999999999,-0.787,-0.557,-0.0107,0.259,0.612,3.35,j>i>f>c>b>a>k>d>e>h>g,5.0,4.0,3.0,7.0,8.0,2.0,10.0,9.0,1.0,0.0,6.0
-1.77,0.0876,0.963,-0.0377,0.629,0.42200000000000004,0.0876,0.585,0.311,0.552,-0.0041600000000000005,-0.0041600000000000005,-0.22699999999999998,-1.89,-0.75,-1.83,0.107,-0.41600000000000004,-0.527,0.605,0.441,0.0345,-0.358,2.99,e>c>b>f>i>h>a>j>d>g>k,6.0,2.0,1.0,8.0,0.0,3.0,9.0,5.0,4.0,7.0,10.0
-0.29,-0.35700000000000004,-0.35700000000000004,-0.23600000000000002,-0.332,-0.21100000000000002,0.24100000000000002,0.0935,-0.348,-0.23800000000000002,-0.0361,-0.106,-0.275,-0.281,-0.322,-0.331,-0.057999999999999996,-0.35700000000000004,0.0115,-0.0282,-0.19699999999999998,-0.265,-0.35700000000000004,4.63,f>d>e>g>h>i>c>j>k>a>b,9.0,10.0,6.0,1.0,2.0,0.0,3.0,4.0,5.0,7.0,8.0
0.324,0.408,-0.0186,0.21,0.48,0.21,-0.247,-1.16,-0.345,-0.175,0.963,0.324,-0.843,0.439,-0.11699999999999999,-0.273,-0.74,-0.21600000000000003,-0.21600000000000003,-1.21,-0.975,-0.0186,-0.71,3.91,d>b>c>f>k>j>a>e>g>i>h,6.0,1.0,2.0,0.0,7.0,3.0,8.0,10.0,9.0,5.0,4.0
-0.5379999999999999,-0.485,-0.33299999999999996,-0.792,-0.12300000000000001,-0.574,-0.00465,-0.12300000000000001,0.7909999999999999,0.485,0.552,0.474,1.35,-0.601,0.136,-0.609,-0.537,-0.823,-0.623,-0.635,0.136,-0.41200000000000003,-0.601,3.89,b>i>j>e>d>h>f>a>c>g>k,7.0,0.0,8.0,4.0,3.0,6.0,9.0,5.0,1.0,2.0,10.0
-0.231,-0.23399999999999999,-0.23399999999999999,0.0758,-0.225,-0.163,-0.23399999999999999,-0.225,-0.201,-0.212,-0.185,-0.17300000000000001,-0.23399999999999999,-0.218,-0.217,-0.156,-0.23399999999999999,-0.23,-0.23399999999999999,-0.23399999999999999,-0.231,-0.217,-0.23399999999999999,4.69,h>i>b>c>j>e>a>g>k>f>d,6.0,2.0,3.0,10.0,5.0,9.0,7.0,0.0,1.0,4.0,8.0
-0.606,-0.41100000000000003,-0.606,-0.41100000000000003,-0.136,-0.521,0.8640000000000001,-0.436,-0.0489,1.01,-0.41100000000000003,2.68,-0.606,-0.606,0.0274,-0.364,0.127,-0.6,-0.606,-0.294,-0.39399999999999996,-0.215,-0.606,3.17,b>f>h>j>k>i>c>e>a>d>g,8.0,0.0,6.0,9.0,7.0,1.0,10.0,2.0,5.0,3.0,4.0
0.7240000000000001,0.297,0.639,-0.201,-0.201,-0.152,-0.11699999999999999,-0.8240000000000001,-0.38,-0.622,-0.42200000000000004,-0.42200000000000004,-0.532,0.297,-0.601,-0.152,-0.44,-0.23600000000000002,0.213,-0.38799999999999996,-0.575,0.5770000000000001,-0.7120000000000001,4.23,h>i>f>b>k>c>a>d>j>g>e,6.0,3.0,5.0,7.0,10.0,2.0,9.0,0.0,1.0,8.0,4.0
0.27699999999999997,0.516,1.66,1.36,-0.52,-1.2,-0.8859999999999999,-1.33,-0.903,-0.5760000000000001,-0.503,-0.133,1.17,1.77,-0.47,-0.633,-1.07,1.66,0.516,-0.503,-0.18100000000000002,0.927,-1.33,0.366,j>i>d>c>b>a>k>g>f>e>h,5.0,4.0,3.0,2.0,9.0,8.0,7.0,10.0,1.0,0.0,6.0
0.292,1.66,-0.8590000000000001,-0.8590000000000001,-0.24600000000000002,1.66,-0.8590000000000001,0.424,-0.406,-0.8590000000000001,-0.513,-0.53,0.45899999999999996,1.34,0.782,-0.8590000000000001,-0.8590000000000001,0.114,-0.8590000000000001,-0.8590000000000001,2.07,-0.8590000000000001,-0.8590000000000001,1.48,h>j>b>e>k>f>a>c>i>g>d,6.0,2.0,7.0,10.0,3.0,5.0,9.0,0.0,8.0,1.0,4.0
-0.28300000000000003,-0.11599999999999999,-0.174,-0.129,-0.22399999999999998,-0.27699999999999997,-0.27,-0.28300000000000003,-0.28300000000000003,-0.222,-0.22,-0.28300000000000003,0.0795,-0.196,-0.145,-0.28300000000000003,-0.28300000000000003,-0.22399999999999998,-0.20199999999999999,0.011000000000000001,-0.14800000000000002,-0.22699999999999998,-0.28300000000000003,4.67,c>b>f>d>j>h>a>g>k>i>e,6.0,1.0,0.0,3.0,10.0,2.0,7.0,5.0,9.0,4.0,8.0
-0.789,-0.775,0.7190000000000001,-0.685,0.748,0.95,1.14,0.852,-0.789,-0.735,-0.789,-0.775,0.41700000000000004,-0.662,0.53,-0.644,0.775,-0.789,-0.609,-0.789,1.2,-0.6759999999999999,-0.789,2.98,k>e>a>d>f>h>j>g>i>c>b,2.0,10.0,9.0,3.0,1.0,4.0,7.0,5.0,8.0,6.0,0.0
-0.262,-0.0966,-0.175,-0.157,-0.17800000000000002,-0.262,-0.262,-0.201,-0.262,-0.217,-0.19399999999999998,-0.175,-0.26,-0.0566,-0.261,-0.19699999999999998,-0.262,-0.14300000000000002,-0.262,-0.0966,-0.262,-0.187,-0.262,4.69,k>h>f>a>c>e>j>g>i>b>d,3.0,9.0,4.0,10.0,5.0,2.0,7.0,1.0,8.0,6.0,0.0
-0.0327,-1.0,0.924,2.08,-0.598,0.924,0.0313,-1.0,-1.0,0.228,-0.875,-1.0,0.706,1.77,0.528,-0.905,-1.0,-1.0,-0.297,0.10300000000000001,-0.833,-0.33399999999999996,1.91,0.682,c>g>h>k>i>f>a>j>b>d>e,6.0,8.0,0.0,9.0,10.0,5.0,1.0,2.0,4.0,7.0,3.0
-0.285,-0.281,-0.285,-0.285,-0.285,-0.285,-0.212,-0.285,-0.285,0.439,-0.285,-0.28300000000000003,-0.285,-0.278,-0.285,-0.285,0.195,-0.285,0.11,-0.0124,-0.285,-0.285,-0.285,4.61,j>g>f>d>a>e>h>b>c>i>k,4.0,7.0,8.0,3.0,5.0,2.0,1.0,6.0,9.0,0.0,10.0
-0.653,-0.645,-0.20600000000000002,2.2,-0.10800000000000001,-0.653,-0.653,-0.27399999999999997,2.38,2.6,-0.32299999999999995,-0.344,0.125,-0.6509999999999999,0.179,-0.653,0.978,-0.639,-0.653,-0.638,-0.276,-0.21,-0.276,-0.622,b>d>f>i>j>h>a>e>c>g>k,6.0,0.0,8.0,1.0,7.0,2.0,9.0,5.0,3.0,4.0,10.0
-0.519,-0.519,-0.519,-0.379,0.22,-0.473,-0.2,-0.39799999999999996,-0.00882,0.17,1.07,0.512,-0.0891,-0.519,0.265,-0.282,-0.519,-0.441,-0.519,0.34,-0.41100000000000003,-0.519,-0.519,4.26,a>e>b>j>h>k>d>i>g>c>f,0.0,2.0,9.0,6.0,1.0,10.0,8.0,4.0,7.0,3.0,5.0
-0.9079999999999999,1.83,-0.561,-0.17,0.9590000000000001,-0.561,-0.5329999999999999,0.44799999999999995,0.091,-0.7759999999999999,-0.213,-0.0398,-0.479,-0.35200000000000004,-0.84,-0.929,0.091,-1.08,0.9590000000000001,-0.9209999999999999,2.39,1.96,-1.08,0.7240000000000001,d>j>f>c>e>g>k>b>i>h>a,10.0,7.0,3.0,0.0,4.0,2.0,5.0,9.0,8.0,1.0,6.0
0.35100000000000003,1.28,-0.293,-0.506,1.29,-0.21899999999999997,-0.19399999999999998,0.42200000000000004,-0.0419,0.138,-0.243,-0.243,-2.12,0.493,-2.15,0.444,0.306,0.32899999999999996,0.614,-0.409,1.18,-2.15,0.135,1.58,c>b>d>h>i>j>a>f>k>e>g,6.0,1.0,0.0,2.0,9.0,7.0,10.0,3.0,4.0,5.0,8.0
-0.777,-0.765,-0.752,-0.379,-0.518,0.284,0.183,-0.231,0.308,-0.556,0.34600000000000003,0.606,-0.39399999999999996,-0.26,-0.42200000000000004,0.040999999999999995,1.72,-0.777,-0.373,-0.26,0.606,-0.777,-0.619,3.77,b>e>f>j>h>g>c>d>a>i>k,8.0,0.0,6.0,7.0,1.0,2.0,5.0,4.0,9.0,3.0,10.0
-1.76,-1.61,0.0225,0.87,0.0636,-0.0497,-0.318,0.645,0.435,0.332,0.5379999999999999,0.475,0.0324,-1.47,0.0225,0.27,0.301,-1.52,-1.69,0.713,0.569,0.489,0.0766,2.57,i>h>d>b>f>j>g>e>k>c>a,10.0,3.0,9.0,2.0,7.0,4.0,6.0,1.0,0.0,5.0,8.0
-0.562,-0.562,-0.249,2.65,0.0823,-0.562,0.32,1.07,-0.562,-0.276,-0.562,0.618,-0.562,-0.488,-0.428,-0.562,-0.562,-0.292,-0.562,-0.562,0.66,-0.562,-0.562,3.08,f>d>g>h>j>k>c>e>i>b>a,10.0,9.0,6.0,1.0,7.0,0.0,2.0,3.0,8.0,4.0,5.0
-0.389,-0.33399999999999996,0.45,-0.18,-0.18,-0.31,-0.6409999999999999,-0.613,-0.231,0.251,-0.10099999999999999,-0.18,-0.12,0.18899999999999997,-0.00981,-0.18,-0.63,-0.271,0.0295,-0.467,-0.271,0.0421,-0.373,4.52,c>g>b>e>i>j>d>f>k>h>a,10.0,2.0,0.0,6.0,3.0,7.0,1.0,9.0,4.0,5.0,8.0
-0.973,-0.973,1.09,2.46,-0.308,-0.973,-0.973,-0.48,0.669,-0.973,-0.973,-0.973,1.96,1.09,-0.934,-0.161,0.669,-0.161,1.16,0.0396,-0.532,0.529,-0.25,-0.0256,e>b>d>h>k>j>a>f>i>c>g,6.0,1.0,9.0,2.0,0.0,7.0,10.0,3.0,8.0,5.0,4.0
-0.34,-0.28800000000000003,-0.322,-0.34,0.0223,-0.214,-0.158,-0.28,0.0876,-0.217,-0.13,-0.008620000000000001,-0.158,0.174,-0.207,-0.289,-0.331,-0.20600000000000002,-0.316,-0.226,-0.21100000000000002,-0.34,-0.34,4.65,b>f>d>i>h>g>c>e>a>k>j,8.0,0.0,6.0,2.0,7.0,1.0,5.0,4.0,3.0,10.0,9.0
