A1,A2,A3,A4,A5,A6,ranking,a,b,c,d,e,f
-0.416731,1.227845,-1.441147,-0.272329268,-1.084722,0.931326,b>e>f>d>c>a,5.0,0.0,4.0,3.0,1.0,2.0
-0.41288100000000005,1.227845,-1.441147,-0.272329268,-1.084722,0.29228699999999996,b>e>f>d>a>c,4.0,0.0,5.0,3.0,1.0,2.0
-0.41085900000000003,2.085388,-1.377011,-0.272329268,-1.2400579999999999,0.41895600000000005,b>f>d>e>c>a,5.0,0.0,4.0,2.0,3.0,1.0
-0.41168000000000005,2.085388,-1.377011,-0.272329268,-1.2400579999999999,-0.570203,b>f>d>e>c>a,5.0,0.0,4.0,2.0,3.0,1.0
-0.41811499999999996,3.3717019999999995,-1.328908,-0.272329268,-1.248688,0.63102,b>f>c>e>a>d,4.0,0.0,2.0,5.0,3.0,1.0
-0.415101,2.942931,-1.344942,-0.272329268,-1.222799,-0.884741,b>e>f>d>c>a,5.0,0.0,4.0,3.0,1.0,2.0
-0.40771,2.942931,-1.344942,-0.272329268,-1.222799,-0.49619399999999997,b>e>f>d>c>a,5.0,0.0,4.0,3.0,1.0,2.0
0.6242409999999999,-0.48723999999999995,1.014995,3.6647716089999998,1.858036,-0.103377,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.027457,-0.48723999999999995,1.014995,3.6647716089999998,1.858036,0.157078,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
0.184647,-0.48723999999999995,1.014995,3.6647716089999998,1.858036,-0.22435300000000002,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
0.07531,-0.48723999999999995,1.014995,-0.272329268,1.858036,-0.245702,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
0.10793399999999999,-0.48723999999999995,1.014995,-0.272329268,1.858036,0.161348,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
0.025962,-0.48723999999999995,1.014995,-0.272329268,1.858036,-0.047869999999999996,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
0.007520999999999999,-0.48723999999999995,1.014995,-0.272329268,1.858036,-1.31314,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.070786,-0.48723999999999995,1.014995,3.6647716089999998,1.858036,-0.6854859999999999,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
-0.016188,-0.48723999999999995,1.014995,3.6647716089999998,1.4092870000000002,3.55153,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
0.109555,-0.48723999999999995,1.014995,-0.272329268,1.4092870000000002,-3.876413,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
0.009699,-0.48723999999999995,1.014995,-0.272329268,1.4092870000000002,-1.881016,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
1.151965,-0.48723999999999995,1.014995,-0.272329268,0.658496,-3.446592,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
0.149356,-0.48723999999999995,1.014995,-0.272329268,0.658496,-1.871054,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.23908000000000001,-0.48723999999999995,1.014995,3.6647716089999998,0.658496,0.566974,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.34008299999999997,-0.48723999999999995,1.014995,3.6647716089999998,0.658496,1.040916,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.653229,-0.48723999999999995,1.014995,-0.272329268,0.658496,-0.097684,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.541034,-0.48723999999999995,1.014995,3.6647716089999998,0.977798,-0.583012,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
0.8713059999999999,-0.48723999999999995,1.014995,-0.272329268,0.977798,-1.9621419999999998,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
1.7304650000000001,-0.48723999999999995,1.014995,-0.272329268,0.977798,-3.055198,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
1.8596169999999999,-0.48723999999999995,1.014995,-0.272329268,1.003687,1.463622,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
1.357253,-0.48723999999999995,1.014995,-0.272329268,1.003687,0.518583,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.721959,-0.48723999999999995,1.014995,-0.272329268,1.003687,0.724955,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
2.329195,-0.48723999999999995,1.014995,-0.272329268,1.003687,0.135729,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
1.6570479999999999,-0.48723999999999995,1.014995,-0.272329268,1.003687,-0.08772100000000001,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
9.92411,-0.48723999999999995,1.014995,-0.272329268,1.003687,0.9726,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
1.425427,-0.48723999999999995,1.014995,-0.272329268,1.003687,0.37056500000000003,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.647965,-0.48723999999999995,1.014995,-0.272329268,1.253951,-1.065494,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.5090899999999999,-0.48723999999999995,1.014995,-0.272329268,1.253951,-1.088266,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
1.914932,-0.48723999999999995,1.014995,-0.272329268,1.253951,-2.72785,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
1.534408,-0.48723999999999995,1.014995,-0.272329268,1.253951,-1.434116,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
2.415877,-0.48723999999999995,1.014995,-0.272329268,1.253951,-2.3236470000000002,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
2.2069959999999997,-0.48723999999999995,1.014995,-0.272329268,1.253951,-1.828356,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
1.246308,-0.48723999999999995,1.014995,-0.272329268,1.253951,-1.9991459999999999,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.527605,-0.48723999999999995,1.014995,-0.272329268,1.253951,-1.273289,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.389305,-0.48723999999999995,1.014995,-0.272329268,1.253951,-0.8135789999999999,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.195259,-0.48723999999999995,1.014995,-0.272329268,1.253951,-0.33252,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
0.925924,-0.48723999999999995,1.014995,-0.272329268,1.253951,-1.777119,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.584922,-0.48723999999999995,1.014995,-0.272329268,1.193543,-0.130419,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
1.133084,-0.48723999999999995,1.014995,-0.272329268,1.193543,-0.565933,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.593292,-0.48723999999999995,1.014995,-0.272329268,1.193543,0.265245,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.26257199999999997,-0.48723999999999995,1.014995,-0.272329268,1.193543,0.17131,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.471833,-0.48723999999999995,1.014995,-0.272329268,1.193543,-0.765188,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
4.038608999999999,-0.48723999999999995,1.014995,-0.272329268,1.193543,-1.183624,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.7327779999999999,-0.48723999999999995,1.014995,-0.272329268,1.193543,-0.615747,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
2.4917119999999997,-0.48723999999999995,1.014995,-0.272329268,1.193543,-0.423608,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
1.2349729999999999,-0.48723999999999995,1.014995,-0.272329268,1.193543,0.083069,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.6954779999999999,-0.48723999999999995,1.014995,-0.272329268,1.193543,0.16988699999999998,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
2.463299,-0.48723999999999995,1.014995,-0.272329268,1.193543,-1.331642,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
4.408008000000001,-0.48723999999999995,1.014995,-0.272329268,1.193543,-1.07261,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
7.476247,-0.48723999999999995,1.014995,-0.272329268,1.193543,-0.856276,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
1.9883259999999998,-0.48723999999999995,1.014995,-0.272329268,0.9001299999999999,-3.055198,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.969311,-0.48723999999999995,1.014995,-0.272329268,0.9001299999999999,-0.9630200000000001,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.44066099999999997,-0.48723999999999995,1.014995,-0.272329268,0.365083,-0.950211,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
1.258469,-0.48723999999999995,1.014995,-0.272329268,0.365083,0.807503,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
5.524853,-0.48723999999999995,1.014995,-0.272329268,0.365083,-0.7509560000000001,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
1.213407,-0.48723999999999995,1.014995,-0.272329268,0.365083,0.5299689999999999,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
1.766831,-0.48723999999999995,1.014995,-0.272329268,0.365083,-2.357805,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
2.9113700000000002,-0.48723999999999995,1.014995,-0.272329268,0.365083,-1.607752,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
4.898257,-0.48723999999999995,1.014995,-0.272329268,1.193543,-2.51294,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
1.6823810000000001,-0.48723999999999995,1.014995,-0.272329268,1.072726,0.212585,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
0.839463,-0.48723999999999995,1.014995,-0.272329268,1.072726,0.7078760000000001,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
2.5957049999999997,-0.48723999999999995,1.014995,-0.272329268,1.072726,-1.3956879999999998,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
8.128839,-0.48723999999999995,1.014995,-0.272329268,1.072726,-0.46630600000000005,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
0.953175,-0.48723999999999995,1.014995,-0.272329268,1.4092870000000002,0.767652,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
0.868899,-0.48723999999999995,1.014995,-0.272329268,1.4092870000000002,0.17985,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.396332,-0.48723999999999995,1.014995,-0.272329268,1.4092870000000002,-0.396566,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.9806,-0.48723999999999995,1.014995,-0.272329268,0.511789,-0.90609,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
0.399567,-0.48723999999999995,1.014995,-0.272329268,0.511789,-0.258511,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
0.602054,-0.48723999999999995,1.014995,-0.272329268,0.252895,-1.0242200000000001,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
1.4237879999999998,-0.48723999999999995,1.014995,-0.272329268,1.072726,-0.553124,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
1.003736,-0.48723999999999995,1.014995,-0.272329268,0.252895,-0.637096,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
3.9584019999999995,-0.48723999999999995,1.014995,-0.272329268,1.072726,-0.11760899999999999,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
0.436385,-0.48723999999999995,1.014995,-0.272329268,1.072726,-0.130419,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
0.665621,-0.48723999999999995,1.014995,-0.272329268,1.072726,0.135729,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
0.567178,-0.48723999999999995,1.014995,-0.272329268,0.252895,0.090185,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
0.7497229999999999,-0.48723999999999995,1.014995,-0.272329268,0.252895,0.780461,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
0.329072,-0.48723999999999995,1.014995,-0.272329268,0.252895,0.199775,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
0.22874299999999997,-0.48723999999999995,1.014995,-0.272329268,1.3661379999999999,0.21543099999999998,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
1.197445,-0.48723999999999995,1.014995,-0.272329268,1.3661379999999999,-0.10907,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
0.8773860000000001,-0.48723999999999995,1.014995,-0.272329268,1.599143,0.49011800000000005,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
1.256434,-0.48723999999999995,1.014995,-0.272329268,1.599143,0.251012,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
1.344372,-0.48723999999999995,1.014995,-0.272329268,1.599143,-0.188772,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
1.170089,-0.48723999999999995,1.014995,-0.272329268,1.599143,-0.49761700000000003,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
0.671636,-0.48723999999999995,1.014995,-0.272329268,1.599143,-0.9359780000000001,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
2.143519,-0.48723999999999995,1.014995,-0.272329268,1.599143,-0.664137,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.710414,-0.48723999999999995,1.014995,-0.272329268,1.599143,0.172734,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.23865999999999998,-0.48723999999999995,1.014995,-0.272329268,1.599143,-0.093414,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.73859,-0.48723999999999995,1.014995,-0.272329268,1.599143,0.28517,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
1.06827,-0.48723999999999995,1.014995,-0.272329268,1.599143,-0.6129,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
0.8205819999999999,-0.48723999999999995,1.014995,-0.272329268,1.599143,0.248166,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
0.310938,-0.48723999999999995,1.014995,-0.272329268,1.599143,0.080222,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.733743,-0.48723999999999995,1.014995,-0.272329268,1.599143,-0.047869999999999996,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.664481,-0.48723999999999995,1.014995,-0.272329268,1.3661379999999999,-0.141805,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.454859,-0.48723999999999995,1.014995,-0.272329268,1.3661379999999999,0.188389,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.360888,-0.48723999999999995,1.014995,-0.272329268,1.3661379999999999,0.6609079999999999,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
0.212475,-0.48723999999999995,1.014995,-0.272329268,1.3661379999999999,0.527123,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.171672,-0.48723999999999995,1.014995,-0.272329268,1.3661379999999999,0.017599,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.538806,-0.48723999999999995,1.014995,-0.272329268,1.3661379999999999,1.577482,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.685936,-0.48723999999999995,1.014995,-0.272329268,1.3661379999999999,0.63102,c>d>a>e>b>f,2.0,4.0,0.0,1.0,3.0,5.0
0.1324,-0.48723999999999995,1.014995,-0.272329268,1.3661379999999999,0.3421,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
0.122688,-0.48723999999999995,1.014995,-0.272329268,1.3661379999999999,-0.43926400000000004,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
0.533283,-0.48723999999999995,1.014995,-0.272329268,1.3661379999999999,-0.49619399999999997,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
0.481158,-0.48723999999999995,1.014995,-0.272329268,1.3661379999999999,0.023292,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
0.37059000000000003,-0.48723999999999995,1.014995,-0.272329268,1.3661379999999999,-0.289823,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
0.139348,-0.48723999999999995,1.014995,-0.272329268,1.3661379999999999,0.592592,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
0.009253,-0.48723999999999995,1.014995,-0.272329268,1.3661379999999999,0.13003599999999998,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
0.353587,-0.48723999999999995,1.014995,-0.272329268,1.3661379999999999,0.046064,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
0.256655,-0.48723999999999995,1.014995,-0.272329268,1.3661379999999999,0.325021,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
0.49128299999999997,-0.48723999999999995,1.014995,-0.272329268,0.865611,-0.107647,c>d>e>f>a>b,4.0,5.0,0.0,1.0,2.0,3.0
-0.052307000000000006,-0.48723999999999995,1.014995,-0.272329268,0.865611,-0.748109,c>d>e>f>b>a,5.0,4.0,0.0,1.0,2.0,3.0
0.018771,-0.48723999999999995,1.014995,-0.272329268,0.865611,-0.473422,c>d>e>a>b>f,3.0,4.0,0.0,1.0,2.0,5.0
0.094025,-0.48723999999999995,1.014995,-0.272329268,0.252895,-0.400836,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
1.390701,-0.48723999999999995,1.014995,-0.272329268,0.21837600000000001,-0.510426,c>d>e>f>a>b,4.0,5.0,0.0,1.0,2.0,3.0
1.0999860000000001,-0.48723999999999995,1.014995,-0.272329268,0.21837600000000001,-0.8135789999999999,c>d>e>f>a>b,4.0,5.0,0.0,1.0,2.0,3.0
0.085481,-0.48723999999999995,1.014995,-0.272329268,0.21837600000000001,-0.167423,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
0.049397,-0.48723999999999995,1.014995,-0.272329268,-0.195854,-0.079182,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
-0.005213000000000001,-0.48723999999999995,1.014995,-0.272329268,0.21837600000000001,0.216854,c>d>e>f>a>b,4.0,5.0,0.0,1.0,2.0,3.0
0.120137,-0.48723999999999995,1.014995,-0.272329268,0.511789,0.9896790000000001,c>d>e>f>a>b,4.0,5.0,0.0,1.0,2.0,3.0
0.51645,-0.48723999999999995,1.014995,-0.272329268,0.252895,-1.220628,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.323151,-0.48723999999999995,1.014995,-0.272329268,0.252895,-0.174539,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.14624,-0.48723999999999995,1.014995,-0.272329268,0.511789,0.28374699999999997,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
1.326491,-0.48723999999999995,1.014995,-0.272329268,0.511789,-1.3956879999999998,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
0.769568,-0.48723999999999995,1.014995,-0.272329268,0.511789,-0.141805,c>d>a>e>f>b,2.0,5.0,0.0,1.0,3.0,4.0
1.246308,-0.48723999999999995,1.014995,-0.272329268,0.511789,-0.079182,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
0.25698699999999997,-0.48723999999999995,1.014995,-0.272329268,-0.195854,-0.060679,c>d>e>f>a>b,4.0,5.0,0.0,1.0,2.0,3.0
0.24352100000000002,-0.48723999999999995,1.014995,-0.272329268,-0.195854,0.6623319999999999,c>d>e>f>a>b,4.0,5.0,0.0,1.0,2.0,3.0
0.246193,-0.48723999999999995,1.014995,-0.272329268,-0.195854,1.104963,c>d>e>f>a>b,4.0,5.0,0.0,1.0,2.0,3.0
-0.092442,-0.48723999999999995,1.014995,-0.272329268,-0.195854,-0.74384,c>d>e>f>b>a,5.0,4.0,0.0,1.0,2.0,3.0
-0.143573,-0.48723999999999995,1.014995,-0.272329268,0.24426599999999998,-0.588705,c>d>e>f>b>a,5.0,4.0,0.0,1.0,2.0,3.0
0.006993000000000001,-0.48723999999999995,1.014995,-0.272329268,0.24426599999999998,0.038948,c>d>e>f>b>a,5.0,4.0,0.0,1.0,2.0,3.0
0.24161100000000002,-0.48723999999999995,1.014995,-0.272329268,0.24426599999999998,-0.24285500000000002,c>d>e>a>f>b,3.0,5.0,0.0,1.0,2.0,4.0
0.142085,-0.48723999999999995,1.014995,-0.272329268,0.24426599999999998,-0.540315,c>d>e>f>b>a,5.0,4.0,0.0,1.0,2.0,3.0
-0.402563,-0.48723999999999995,2.42017,-0.272329268,0.46863999999999995,-1.182201,d>a>e>f>c>b,1.0,5.0,4.0,0.0,2.0,3.0
-0.398783,-0.48723999999999995,2.42017,-0.272329268,0.46863999999999995,-1.239131,d>a>e>f>c>b,1.0,5.0,4.0,0.0,2.0,3.0
-0.395983,-0.48723999999999995,2.42017,-0.272329268,0.46863999999999995,-1.6959939999999998,d>a>e>f>c>b,1.0,5.0,4.0,0.0,2.0,3.0
-0.40780900000000003,-0.48723999999999995,2.42017,-0.272329268,0.46863999999999995,-0.42930100000000004,d>a>e>f>c>b,1.0,5.0,4.0,0.0,2.0,3.0
-0.40715999999999997,-0.48723999999999995,2.42017,-0.272329268,0.46863999999999995,-0.42930100000000004,d>e>a>f>c>b,2.0,5.0,4.0,0.0,1.0,3.0
-0.399953,-0.48723999999999995,-0.21089000000000002,-0.272329268,0.261525,-0.822118,f>e>d>c>a>b,4.0,5.0,3.0,2.0,1.0,0.0
-0.38759899999999997,-0.48723999999999995,-0.21089000000000002,-0.272329268,0.261525,-0.510426,f>e>d>c>b>a,5.0,4.0,3.0,2.0,1.0,0.0
-0.399293,-0.48723999999999995,-0.21089000000000002,-0.272329268,0.261525,-0.8747790000000001,f>e>d>c>b>a,5.0,4.0,3.0,2.0,1.0,0.0
-0.38643299999999997,-0.48723999999999995,-0.21089000000000002,-0.272329268,0.261525,-1.273289,f>e>a>d>c>b,2.0,5.0,4.0,3.0,1.0,0.0
-0.3889,-0.48723999999999995,-0.21089000000000002,-0.272329268,0.261525,-0.698295,f>e>a>d>c>b,2.0,5.0,4.0,3.0,1.0,0.0
-0.392302,-0.48723999999999995,-0.21089000000000002,-0.272329268,0.261525,-0.378064,f>e>d>a>c>b,3.0,5.0,4.0,2.0,1.0,0.0
-0.399427,-0.48723999999999995,-0.21089000000000002,-0.272329268,0.261525,-1.018527,f>e>a>d>c>b,2.0,5.0,4.0,3.0,1.0,0.0
-0.394016,-0.48723999999999995,-0.21089000000000002,-0.272329268,0.261525,-0.366678,f>a>e>d>c>b,1.0,5.0,4.0,3.0,2.0,0.0
-0.41281999999999996,-0.48723999999999995,0.115624,-0.272329268,0.157968,0.438881,e>f>a>b>d>c,2.0,3.0,5.0,4.0,0.0,1.0
-0.414839,-0.48723999999999995,0.115624,-0.272329268,0.157968,-0.234316,e>f>a>b>d>c,2.0,3.0,5.0,4.0,0.0,1.0
-0.413038,-0.48723999999999995,0.115624,-0.272329268,0.157968,0.983986,e>a>f>b>d>c,1.0,3.0,5.0,4.0,0.0,2.0
-0.40736100000000003,-0.48723999999999995,0.115624,-0.272329268,0.157968,0.724955,e>a>f>b>d>c,1.0,3.0,5.0,4.0,0.0,2.0
-0.41458999999999996,-0.48723999999999995,0.115624,-0.272329268,0.157968,-0.362408,e>f>a>b>d>c,2.0,3.0,5.0,4.0,0.0,1.0
