A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,ranking,a,b,c,d,e,f
0.682,-1.27,-0.243,0.258,1.01,1.13,1.09,0.94,0.8390000000000001,0.765,-0.0422,-0.11599999999999999,-1.27,-1.25,-1.27,0.675,1.37,-1.27,-1.27,0.184,0.336,-1.27,-1.25,1.22,c>a>b>d>f>e,1.0,2.0,0.0,3.0,5.0,4.0
2.89,-0.757,-0.491,-0.757,-0.17600000000000002,-0.6759999999999999,-0.757,-0.757,-0.237,-0.757,0.991,1.73,0.171,-0.48100000000000004,1.84,-0.53,-0.757,0.5489999999999999,0.902,-0.501,0.12,-0.0528,-0.757,-0.757,a>e>f>d>c>b,0.0,5.0,4.0,3.0,1.0,2.0
-0.214,2.49,-0.505,-0.537,-0.0583,-0.389,-0.537,-0.52,-0.499,-0.537,-0.335,-0.366,-0.537,1.25,-0.145,1.1,-0.537,-0.537,-0.46399999999999997,-0.537,-0.469,0.27,-0.537,3.15,c>b>a>e>d>f,2.0,1.0,0.0,4.0,3.0,5.0
1.24,0.41700000000000004,0.304,-0.589,-0.579,-0.614,-0.614,-0.474,-0.451,-0.405,-0.575,-0.604,-0.565,0.126,-0.516,0.525,-0.1,0.451,0.37200000000000005,-0.614,0.451,-0.584,-0.614,3.99,a>f>c>e>d>b,0.0,5.0,2.0,4.0,3.0,1.0
-0.502,-0.502,-0.484,0.172,-0.316,-0.43200000000000005,-0.316,-0.502,-0.35,-0.44,0.48100000000000004,0.401,0.198,-0.381,-0.49700000000000005,-0.23600000000000002,-0.502,-0.494,-0.345,0.198,0.0466,-0.302,0.737,4.37,e>c>d>a>f>b,3.0,5.0,1.0,2.0,0.0,4.0
-0.711,0.62,1.39,-0.902,1.48,-0.8420000000000001,-0.785,1.08,1.44,1.44,-0.8009999999999999,-0.8029999999999999,-0.887,0.7390000000000001,-0.902,0.62,1.05,-0.7190000000000001,-0.738,-0.741,1.42,-0.797,-0.902,-0.752,e>a>b>d>c>f,1.0,2.0,4.0,3.0,0.0,5.0
-0.0895,0.255,-0.971,-0.0799,0.873,-1.04,-0.885,-0.0573,0.0621,0.163,-0.993,-0.9840000000000001,0.212,0.395,0.0815,0.46,-0.9670000000000001,0.943,0.943,-0.961,0.0943,-0.912,-0.0799,3.53,a>d>f>e>c>b,0.0,5.0,4.0,1.0,3.0,2.0
1.11,0.524,-0.46299999999999997,-0.46299999999999997,-0.46299999999999997,-0.46299999999999997,-0.46299999999999997,-0.303,-0.46299999999999997,-0.46299999999999997,-0.46299999999999997,-0.46299999999999997,-0.349,0.82,-0.349,0.43,-0.46299999999999997,0.925,-0.46299999999999997,-0.361,-0.46299999999999997,-0.46299999999999997,-0.46299999999999997,4.04,f>b>e>d>a>c,4.0,1.0,5.0,3.0,2.0,0.0
-0.327,0.068,0.375,0.0892,-0.16,-0.488,-0.488,-0.631,-0.479,-0.428,-0.23,-0.285,0.22699999999999998,0.0709,0.18100000000000002,-0.358,-0.688,0.133,0.0534,-0.41700000000000004,-0.397,0.16,-0.45799999999999996,4.47,d>e>f>c>b>a,5.0,4.0,3.0,0.0,1.0,2.0
0.223,-0.7120000000000001,-0.00249,-0.529,1.91,-0.722,-0.7929999999999999,0.324,-0.6659999999999999,-0.379,0.17,0.223,-0.807,-0.807,-0.8029999999999999,-0.807,1.45,-0.784,-0.7609999999999999,2.03,0.14800000000000002,0.522,-0.807,2.37,d>f>a>b>c>e,2.0,3.0,4.0,0.0,5.0,1.0
0.17300000000000001,-0.8320000000000001,1.79,-1.08,1.09,-1.07,-1.08,1.62,-0.0584,0.306,0.774,0.7979999999999999,-1.06,0.509,-1.08,-0.988,1.01,0.414,0.185,-1.08,1.46,0.32899999999999996,-1.06,-1.08,b>d>f>e>c>a,5.0,0.0,4.0,1.0,3.0,2.0
0.0256,-0.214,-0.191,-0.40399999999999997,-0.252,-0.348,-0.265,-0.33,-0.312,-0.307,-0.33899999999999997,-0.371,-0.28600000000000003,0.242,-0.298,0.185,-0.256,0.14800000000000002,0.00898,-0.382,-0.256,-0.134,-0.281,4.61,a>d>e>f>c>b,0.0,5.0,4.0,1.0,2.0,3.0
-1.09,0.857,0.8240000000000001,-0.209,0.28,-0.769,-0.982,-1.06,-1.17,-0.46799999999999997,0.857,0.8240000000000001,0.0957,-0.115,-0.319,0.614,-0.508,0.192,2.01,-0.787,-1.28,-0.177,-0.353,2.71,c>d>a>b>f>e,2.0,3.0,0.0,1.0,5.0,4.0
0.221,-0.318,-0.345,-0.204,0.18600000000000003,-0.316,-0.345,-0.322,-0.272,-0.34,-0.317,-0.307,-0.32,-0.264,-0.345,-0.142,-0.252,0.221,0.0972,-0.106,-0.252,-0.24100000000000002,-0.345,4.61,e>b>a>c>d>f,2.0,1.0,3.0,4.0,0.0,5.0
2.47,-0.773,-0.0356,-0.764,1.07,-0.767,-0.773,0.762,0.36,-0.727,0.168,0.184,-0.765,-0.03,-0.762,-0.115,2.5,-0.773,-0.765,-0.77,0.74,-0.7390000000000001,-0.773,1.08,d>a>b>c>e>f,1.0,2.0,3.0,0.0,4.0,5.0
-1.56,-1.53,0.268,-0.25,0.7020000000000001,1.06,1.29,0.506,0.46399999999999997,0.853,-0.0834,-0.0645,1.18,-1.23,1.18,-1.4,0.7020000000000001,-0.851,-1.32,0.196,0.155,1.6,-0.851,-1.02,b>f>a>d>e>c,2.0,0.0,5.0,3.0,4.0,1.0
0.585,-0.8909999999999999,0.885,-0.8809999999999999,1.49,-0.9329999999999999,-0.9329999999999999,1.74,1.14,-0.915,0.0655,0.0795,-0.9309999999999999,0.6629999999999999,-0.9309999999999999,0.833,1.46,-0.9329999999999999,-0.893,-0.8490000000000001,0.9209999999999999,-0.9329999999999999,-0.9329999999999999,1.1,b>f>e>d>c>a,5.0,0.0,4.0,3.0,2.0,1.0
0.855,-0.581,3.31,1.71,-0.581,-0.581,-0.278,-0.581,1.17,-0.581,-0.581,-0.581,-0.581,-0.581,-0.581,-0.581,-0.581,-0.581,0.637,-0.47200000000000003,-0.581,1.23,0.223,-0.247,b>e>f>c>a>d,4.0,0.0,3.0,5.0,1.0,2.0
-0.47100000000000003,-0.42100000000000004,-0.42100000000000004,-0.42700000000000005,2.0,0.371,0.0477,-0.456,2.0,-0.204,-0.469,-0.36,-0.45399999999999996,-0.442,-0.47100000000000003,-0.387,-0.456,-0.45399999999999996,-0.45,-0.442,-0.109,-0.465,-0.47100000000000003,3.39,d>e>f>a>c>b,3.0,5.0,4.0,0.0,1.0,2.0
-0.517,-0.424,-0.521,-0.499,-0.10800000000000001,0.0296,-0.509,0.125,4.19,1.29,-0.498,-0.474,-0.537,-0.47,-0.537,-0.0846,0.349,0.0296,-0.0336,-0.474,0.09300000000000001,0.596,-0.537,-0.48,b>a>c>f>d>e,1.0,0.0,2.0,4.0,5.0,3.0
-0.5379999999999999,-0.52,-0.5579999999999999,-0.39799999999999996,-0.183,0.214,-0.455,-0.14,4.18,1.32,-0.519,-0.52,-0.5579999999999999,-0.392,-0.5579999999999999,-0.109,0.276,0.114,-0.0579,-0.496,0.0997,0.631,-0.271,-0.5579999999999999,f>a>b>c>d>e,1.0,2.0,3.0,4.0,5.0,0.0
-0.42200000000000004,-0.376,-0.392,-0.385,-0.406,-0.36700000000000005,-0.37,0.0597,0.446,0.47100000000000003,-0.42200000000000004,-0.42200000000000004,-0.42200000000000004,-0.397,-0.41,-0.413,1.33,-0.42200000000000004,-0.414,-0.42,0.765,-0.371,-0.40399999999999997,4.16,d>a>f>c>b>e,1.0,4.0,3.0,0.0,5.0,2.0
-0.517,-0.517,-0.517,-0.517,2.14,-0.508,-0.503,1.99,1.75,-0.496,-0.508,-0.517,-0.478,-0.517,-0.503,-0.452,1.89,-0.498,-0.44299999999999995,-0.517,-0.512,-0.48700000000000004,-0.517,1.74,c>a>b>e>d>f,1.0,2.0,0.0,4.0,3.0,5.0
-0.13699999999999998,-0.539,-0.0389,-0.377,0.16699999999999998,-0.43,-0.45299999999999996,-0.542,-0.0216,-0.387,0.126,0.511,-0.0634,0.021,-0.0675,-0.542,-0.354,-0.0029,-0.39899999999999997,-0.264,-0.358,-0.0675,-0.313,4.53,c>a>b>f>e>d,1.0,2.0,0.0,5.0,4.0,3.0
0.41100000000000003,-0.474,0.359,-0.474,-0.474,2.72,0.136,-0.41600000000000004,-0.474,-0.474,-0.474,-0.474,-0.474,-0.474,-0.474,-0.41600000000000004,0.44,-0.474,-0.474,-0.474,-0.474,-0.474,0.535,3.33,a>c>f>e>d>b,0.0,5.0,1.0,4.0,3.0,2.0
0.41100000000000003,-0.474,0.359,-0.474,-0.474,2.72,0.136,-0.41600000000000004,-0.474,-0.474,-0.474,-0.474,-0.474,-0.474,-0.474,-0.41600000000000004,0.44,-0.474,-0.474,-0.474,-0.474,-0.474,0.535,3.33,a>c>f>e>d>b,0.0,5.0,1.0,4.0,3.0,2.0
-0.7120000000000001,-0.6940000000000001,-0.613,-0.7120000000000001,0.39399999999999996,-0.7120000000000001,-0.7120000000000001,0.67,-0.0535,-0.18,0.304,0.215,-0.7120000000000001,-0.7120000000000001,-0.6579999999999999,0.748,0.721,-0.7120000000000001,-0.7120000000000001,-0.7120000000000001,2.28,-0.7120000000000001,1.09,2.9,e>c>a>d>f>b,2.0,5.0,1.0,3.0,0.0,4.0
-0.0968,-0.888,-0.11900000000000001,-0.888,0.7509999999999999,0.802,2.67,-0.516,-0.865,-0.162,0.159,0.159,-0.336,-0.7390000000000001,0.278,-0.625,2.44,-0.182,-0.888,-0.888,0.528,-0.888,-0.888,1.2,f>d>a>b>c>e,2.0,3.0,4.0,1.0,5.0,0.0
-0.917,-0.899,1.57,0.644,-0.23600000000000002,-0.701,-0.745,-0.917,-0.917,-0.43200000000000005,2.4,1.9,0.529,0.777,-0.155,-0.124,-0.917,-0.0518,-0.55,-0.507,-0.6759999999999999,0.298,-0.917,1.57,c>b>a>f>e>d,2.0,1.0,0.0,5.0,4.0,3.0
-0.447,-0.7020000000000001,-0.498,-0.259,-0.7020000000000001,-0.498,0.19,-0.7020000000000001,-0.7020000000000001,-0.29100000000000004,0.031,2.24,0.502,2.01,-0.638,0.266,-0.7020000000000001,-0.7020000000000001,-0.7020000000000001,0.606,-0.7020000000000001,-0.7020000000000001,0.377,2.71,e>d>c>f>b>a,5.0,4.0,2.0,1.0,0.0,3.0
-0.276,0.439,-0.446,-0.446,-0.446,-0.306,-0.446,-0.0754,-0.423,-0.446,0.439,4.38,-0.446,-0.446,0.5579999999999999,0.595,-0.446,-0.446,-0.446,-0.446,0.0322,0.0458,-0.435,-0.0646,b>f>a>e>c>d,2.0,0.0,4.0,5.0,3.0,1.0
-1.92,-1.74,0.6409999999999999,0.452,0.418,0.59,0.525,0.44299999999999995,0.152,0.307,0.597,0.5539999999999999,0.479,-1.88,0.452,-0.14300000000000002,0.191,-1.81,-1.86,0.418,0.675,0.883,0.276,1.29,b>e>c>f>a>d,4.0,0.0,2.0,5.0,1.0,3.0
-1.1,0.395,-0.282,-1.38,0.8140000000000001,-1.47,-1.5,-0.301,0.775,0.639,0.8490000000000001,0.82,-0.14400000000000002,0.353,-0.18,0.731,0.7340000000000001,-1.01,-1.03,0.586,0.42200000000000004,-1.4,0.17600000000000002,2.5,e>f>d>a>b>c,3.0,4.0,5.0,2.0,0.0,1.0
-0.379,-0.408,0.125,-0.23199999999999998,-0.252,-0.198,-0.163,-0.309,-0.198,-0.10400000000000001,0.0828,-0.0491,-0.401,-0.152,-0.252,-0.278,-0.433,0.0649,-0.163,-0.501,-0.218,-0.243,0.0307,4.63,c>e>b>d>a>f,4.0,2.0,0.0,3.0,1.0,5.0
0.44,1.55,-0.561,-0.561,-0.561,-0.561,-0.561,-0.561,-0.245,-0.521,-0.539,-0.54,-0.561,-0.171,-0.527,1.84,-0.561,2.55,2.44,-0.455,-0.512,-0.223,-0.561,-0.0342,a>f>e>d>b>c,0.0,4.0,5.0,3.0,2.0,1.0
-0.483,-0.483,-0.483,3.87,1.12,-0.483,0.843,-0.483,-0.483,-0.483,-0.483,-0.483,-0.0938,-0.483,-0.483,-0.483,-0.483,-0.483,0.344,1.43,-0.483,-0.174,-0.483,0.391,c>a>b>f>e>d,1.0,2.0,0.0,5.0,4.0,3.0
-0.319,-0.225,-0.319,-0.319,1.9,-0.319,-0.319,-0.319,-0.24100000000000002,-0.319,-0.319,-0.319,-0.319,-0.315,-0.319,-0.319,-0.217,-0.301,-0.23399999999999999,-0.10400000000000001,4.19,0.0227,-0.319,-0.319,a>f>e>c>b>d,0.0,4.0,3.0,5.0,2.0,1.0
-0.42200000000000004,0.00285,-0.42200000000000004,-0.353,-0.41100000000000003,-0.42200000000000004,0.11699999999999999,-0.42200000000000004,-0.42200000000000004,-0.317,-0.42200000000000004,-0.42200000000000004,0.915,-0.42200000000000004,1.49,-0.42200000000000004,0.151,-0.42200000000000004,-0.374,-0.308,0.0141,-0.42200000000000004,-0.42200000000000004,4.14,e>b>d>a>f>c,3.0,1.0,5.0,2.0,0.0,4.0
-1.27,0.172,-0.0807,-0.00465,0.754,-0.51,-0.00465,-1.03,-0.51,0.0515,1.08,0.38,-0.991,-0.51,-0.433,0.248,0.929,-0.687,-0.51,-0.833,-0.433,-0.258,0.81,3.63,c>f>e>b>d>a,5.0,3.0,0.0,4.0,2.0,1.0
-0.35700000000000004,-0.332,-0.0392,-0.265,0.11599999999999999,-0.003,-0.0522,0.109,-0.317,-0.315,-0.34,-0.265,-0.10400000000000001,-0.332,-0.154,-0.34700000000000003,0.10300000000000001,-0.35700000000000004,-0.35700000000000004,-0.34,0.0282,-0.337,-0.35700000000000004,4.62,a>f>d>c>b>e,0.0,4.0,3.0,2.0,5.0,1.0
-0.5820000000000001,-0.67,-0.67,-0.67,0.41100000000000003,-0.33899999999999997,-0.67,-0.67,-0.67,-0.509,0.836,1.5,1.06,0.19899999999999998,-0.67,-0.67,-0.5720000000000001,-0.655,0.11900000000000001,0.33,1.83,-0.67,-0.67,3.05,d>f>e>a>c>b,3.0,5.0,4.0,0.0,2.0,1.0
-0.522,-0.522,-0.522,-0.507,-0.0488,-0.44799999999999995,-0.285,-0.46,-0.266,-0.33899999999999997,0.591,0.591,-0.139,-0.271,-0.285,-0.522,-0.295,-0.344,-0.373,-0.522,0.9790000000000001,-0.522,0.838,4.19,e>a>c>f>b>d,1.0,4.0,2.0,5.0,0.0,3.0
-0.165,-0.768,-0.365,-0.629,-0.34299999999999997,-0.0973,0.0712,1.25,-0.423,-0.013000000000000001,-0.629,-0.371,-0.768,-0.768,-0.48,-0.0623,1.66,-0.377,-0.44799999999999995,-0.768,1.22,-0.013000000000000001,-0.293,3.57,a>f>e>d>c>b,0.0,5.0,4.0,3.0,2.0,1.0
-0.32899999999999996,0.99,-0.794,1.4,-0.5920000000000001,0.514,0.514,-0.00346,1.24,1.51,-1.09,-1.13,-1.48,-0.0827,-1.6,-0.00346,-1.21,0.5529999999999999,0.259,-1.3,0.799,-0.583,1.21,1.19,f>c>b>e>a>d,4.0,2.0,1.0,5.0,3.0,0.0
-0.569,-0.446,-0.551,-0.564,2.3,-0.659,-0.659,-0.371,2.3,-0.371,-0.484,-0.341,-0.614,-0.48100000000000004,-0.406,-0.301,0.987,-0.521,-0.546,-0.308,2.32,-0.29600000000000004,-0.624,1.19,c>a>b>f>e>d,1.0,2.0,0.0,5.0,4.0,3.0
-0.563,-0.493,-0.593,-0.5579999999999999,2.16,-0.6609999999999999,-0.669,-0.23399999999999999,2.26,-0.35600000000000004,-0.456,-0.42100000000000004,-0.568,-0.456,-0.496,-0.263,1.12,-0.536,-0.556,-0.32299999999999995,2.39,-0.298,-0.669,1.23,b>e>f>d>c>a,5.0,0.0,4.0,3.0,1.0,2.0
-0.667,-0.473,-0.608,-0.564,2.32,-0.6809999999999999,-0.652,-0.36,2.29,-0.304,-0.529,-0.451,-0.618,-0.473,-0.45299999999999996,-0.39,0.973,-0.591,-0.387,-0.248,2.28,-0.134,-0.502,1.22,d>a>b>f>e>c,1.0,2.0,5.0,0.0,4.0,3.0
-0.922,-0.867,-0.16399999999999998,0.677,-0.371,-0.24,0.503,-0.922,0.451,-0.18100000000000002,0.532,0.43200000000000005,0.0625,-0.77,1.6,-0.922,-0.922,-0.809,2.05,-0.603,0.0234,-0.49,-0.922,2.79,e>b>d>c>f>a,5.0,1.0,3.0,2.0,0.0,4.0
-0.48100000000000004,-0.303,0.0543,0.295,-0.0797,1.76,1.75,0.353,1.23,1.25,-0.162,-0.146,-0.725,-0.718,-0.762,-0.7759999999999999,0.89,0.033,-0.0485,1.02,-2.13,-0.146,-0.0117,-2.13,c>a>e>d>b>f,1.0,4.0,0.0,3.0,2.0,5.0
-0.19899999999999998,-0.239,-0.0989,-0.174,-0.19399999999999998,-0.28,-0.261,-0.261,-0.19,-0.221,-0.0989,-0.11,-0.205,-0.21,-0.223,-0.27699999999999997,-0.0814,-0.185,-0.16899999999999998,-0.28,-0.226,-0.225,-0.27399999999999997,4.69,e>b>c>d>a>f,4.0,1.0,2.0,3.0,0.0,5.0
-0.8079999999999999,-0.763,2.17,0.525,0.22899999999999998,0.0711,-0.0654,-0.589,-0.542,-0.528,-0.682,-0.79,-0.743,0.7509999999999999,-0.8,2.8,-0.836,-0.531,-0.836,-0.7070000000000001,0.546,0.366,0.19,1.58,b>f>c>d>e>a,5.0,0.0,2.0,3.0,4.0,1.0
-0.547,-0.547,-0.507,0.5529999999999999,-0.547,-0.547,-0.547,-0.547,-0.47,-0.547,1.0,0.228,1.1,-0.547,0.0244,1.56,-0.547,-0.261,-0.547,-0.35600000000000004,-0.547,-0.0058200000000000005,-0.547,3.71,d>c>e>f>a>b,4.0,5.0,1.0,0.0,2.0,3.0
-0.37799999999999995,-0.248,-0.295,-0.273,0.155,0.165,0.486,-0.278,-0.318,-0.299,-0.131,-0.0718,-0.324,-0.11199999999999999,-0.193,-0.263,-0.39,-0.287,-0.193,-0.32,-0.39,-0.244,-0.39,4.59,e>f>c>d>b>a,5.0,4.0,2.0,3.0,0.0,1.0
-1.05,-1.04,1.04,1.02,1.16,0.9840000000000001,1.09,-0.41700000000000004,0.222,0.868,-0.976,-0.976,-0.9690000000000001,-0.99,-0.993,-0.8909999999999999,-1.06,-0.91,-0.963,1.63,1.1,1.05,0.841,0.222,b>c>f>d>a>e,4.0,0.0,1.0,3.0,5.0,2.0
-0.33899999999999997,-0.188,0.125,-0.37200000000000005,-0.37200000000000005,-0.28300000000000003,0.132,-0.37200000000000005,-0.201,-0.34600000000000003,-0.263,-0.28600000000000003,-0.368,-0.225,-0.19399999999999998,-0.37200000000000005,-0.26,-0.348,-0.292,-0.28300000000000003,-0.162,-0.256,1.04,4.48,d>a>b>e>c>f,1.0,2.0,4.0,0.0,3.0,5.0
0.129,-1.1,0.599,-0.9359999999999999,1.23,-1.01,-1.12,0.9159999999999999,0.7559999999999999,0.691,-1.12,-1.12,0.997,-1.04,0.599,-0.419,0.599,0.419,-1.03,-1.12,0.262,1.02,-0.521,2.34,a>e>f>d>c>b,0.0,5.0,4.0,3.0,1.0,2.0
-0.18899999999999997,-0.225,-0.0884,-0.191,-0.198,-0.214,-0.225,-0.21600000000000003,-0.225,-0.225,-0.225,-0.225,-0.19899999999999998,-0.213,-0.225,-0.225,-0.212,-0.223,-0.18100000000000002,-0.225,-0.218,-0.165,-0.17800000000000002,4.69,d>f>e>a>c>b,3.0,5.0,4.0,0.0,2.0,1.0
-0.304,-0.304,-0.254,-0.0864,0.39,-0.304,0.0497,-0.304,-0.297,-0.304,-0.301,-0.304,-0.2,-0.304,-0.304,-0.304,-0.304,-0.275,-0.304,-0.192,0.534,-0.304,-0.304,4.58,e>b>a>d>c>f,2.0,1.0,4.0,3.0,0.0,5.0
-0.359,-0.359,-0.359,2.65,-0.359,-0.359,-0.359,-0.359,1.68,-0.359,-0.359,3.23,-0.359,-0.359,-0.359,-0.359,-0.359,-0.359,-0.359,-0.359,-0.359,-0.359,-0.359,-0.359,a>e>b>d>f>c,0.0,2.0,5.0,3.0,1.0,4.0
2.07,-0.0154,-0.387,-0.76,0.682,-0.76,-0.76,0.9690000000000001,0.807,-0.76,-0.519,-0.442,-0.6859999999999999,-0.442,-0.7,-0.43200000000000005,-0.7,2.33,2.12,-0.617,-0.589,0.733,-0.76,-0.368,f>a>b>d>e>c,1.0,2.0,5.0,3.0,4.0,0.0
0.275,0.218,-0.425,-0.425,-0.425,-0.425,-0.425,-0.425,-0.425,-0.37,-0.425,-0.425,-0.425,0.5720000000000001,-0.425,0.6940000000000001,-0.425,0.5720000000000001,0.5579999999999999,-0.425,-0.425,-0.425,-0.425,4.29,a>e>f>d>c>b,0.0,5.0,4.0,3.0,1.0,2.0
-0.7120000000000001,2.01,-0.344,-0.475,1.3,-0.5870000000000001,-0.57,0.153,-0.596,-0.445,-0.622,-0.669,-0.6859999999999999,-0.691,-0.6990000000000001,-0.7120000000000001,-0.7120000000000001,1.6,1.58,-0.7120000000000001,-0.7040000000000001,1.8,1.61,-0.115,c>f>b>e>d>a,5.0,2.0,0.0,4.0,3.0,1.0
-1.7,-1.7,0.406,0.354,0.708,0.0406,0.107,0.262,0.799,0.852,0.406,0.29600000000000004,0.963,-1.31,1.18,-1.2,0.852,-1.29,-1.26,1.04,0.597,0.895,0.406,-1.7,b>e>a>f>d>c,2.0,0.0,5.0,4.0,1.0,3.0
-0.934,-0.8029999999999999,0.991,-0.0235,0.0486,-0.513,-0.92,-0.934,-0.456,-0.7190000000000001,1.94,0.991,-0.0956,0.172,-0.342,0.172,-0.885,-0.48200000000000004,1.74,0.0486,-0.934,-0.35200000000000004,-0.457,2.76,c>e>d>b>f>a,5.0,3.0,0.0,2.0,1.0,4.0
-0.45799999999999996,-0.48100000000000004,-0.462,-0.349,-0.38,-0.21100000000000002,-0.48100000000000004,-0.17600000000000002,0.009890000000000001,-0.217,0.745,0.133,0.535,-0.27899999999999997,-0.0829,-0.467,-0.228,-0.47,-0.48100000000000004,-0.21100000000000002,-0.0145,-0.182,-0.254,4.46,f>a>b>d>c>e,1.0,2.0,4.0,3.0,5.0,0.0
-0.882,-0.882,-0.882,0.247,-0.75,1.02,1.29,-0.8590000000000001,-0.6459999999999999,0.606,0.138,0.0657,-0.767,-0.882,-0.657,-0.882,1.51,-0.8420000000000001,-0.882,-0.7559999999999999,1.46,1.33,0.8420000000000001,2.06,e>d>b>f>a>c,4.0,2.0,5.0,1.0,0.0,3.0
-0.757,0.618,0.904,-0.573,-0.682,-0.703,-0.705,-0.7609999999999999,-0.753,-0.614,-0.368,-0.713,-0.445,0.784,-0.46299999999999997,0.6890000000000001,-0.38299999999999995,0.6970000000000001,0.879,-0.635,0.26899999999999996,0.97,-0.769,3.52,c>d>b>a>e>f,3.0,2.0,0.0,1.0,4.0,5.0
-0.64,-0.779,-0.124,-0.0547,-0.779,0.252,-0.536,-0.313,-0.486,-0.441,-0.355,-0.508,-0.779,0.843,-0.612,-0.779,1.94,-0.606,-0.469,0.609,0.765,0.843,-0.413,3.41,f>d>e>a>c>b,3.0,5.0,4.0,1.0,2.0,0.0
-0.145,-0.18899999999999997,-0.174,-0.205,-0.21100000000000002,-0.158,-0.223,-0.265,-0.24,-0.254,-0.23600000000000002,-0.215,-0.201,-0.24,-0.217,0.047,-0.25,-0.185,-0.192,-0.257,-0.256,-0.152,-0.265,4.69,a>f>e>d>c>b,0.0,5.0,4.0,3.0,2.0,1.0
0.0122,0.992,0.157,2.36,0.428,-0.20600000000000002,-0.9990000000000001,-1.22,-0.174,-1.22,-0.392,-0.23600000000000002,1.47,0.157,0.94,-1.22,-1.22,-0.624,0.752,1.91,-0.7,0.213,-0.369,-0.8170000000000001,b>f>c>e>d>a,5.0,0.0,2.0,4.0,3.0,1.0
-0.0618,-1.55,0.41,0.141,0.41,-0.27399999999999997,-0.18899999999999997,0.34299999999999997,0.34299999999999997,0.0394,-0.0954,-0.0618,0.073,0.8490000000000001,0.107,-1.34,0.275,0.6459999999999999,0.679,-3.43,0.141,0.34299999999999997,0.073,2.12,b>a>c>d>e>f,1.0,0.0,2.0,3.0,4.0,5.0
-0.258,-0.0265,-0.258,-0.258,-0.235,-0.0202,-0.0503,-0.258,-0.258,-0.258,-0.258,-0.0265,-0.258,-0.258,-0.258,-0.258,-0.258,-0.258,-0.055999999999999994,-0.155,-0.258,-0.258,-0.258,4.67,a>d>e>f>c>b,0.0,5.0,4.0,1.0,2.0,3.0
-0.541,-0.5670000000000001,0.157,-0.67,0.231,-0.254,-0.606,-0.613,-0.222,-0.7809999999999999,-0.059000000000000004,0.655,1.85,-0.149,0.115,-0.7809999999999999,-0.5329999999999999,-0.594,-0.297,-0.6659999999999999,-0.7809999999999999,0.708,0.792,3.6,f>a>d>c>b>e,1.0,4.0,3.0,2.0,5.0,0.0
-0.903,-0.89,-0.32,0.89,1.03,1.25,1.16,-0.26899999999999996,1.08,1.62,-0.903,-0.8440000000000001,-0.903,-0.883,-0.903,-0.903,1.03,-0.8959999999999999,-0.877,-0.903,1.04,0.818,1.37,-0.903,b>c>f>e>a>d,4.0,0.0,1.0,5.0,3.0,2.0
-0.8540000000000001,-0.8540000000000001,-0.8540000000000001,2.28,-0.8540000000000001,0.473,-0.8190000000000001,-0.8540000000000001,0.215,0.99,0.466,1.43,0.97,0.617,0.809,-0.8540000000000001,-0.8540000000000001,-0.8540000000000001,-0.8540000000000001,0.466,-0.8540000000000001,-0.29600000000000004,-0.8540000000000001,1.82,c>f>e>d>a>b,4.0,5.0,0.0,3.0,2.0,1.0
-1.42,-1.29,1.05,0.252,1.04,0.23,0.0231,0.539,0.512,0.716,0.45899999999999996,0.252,-0.153,-1.42,0.0231,-1.42,1.87,-1.42,-1.42,0.512,0.956,0.8640000000000001,0.604,-1.34,f>a>d>b>e>c,1.0,3.0,5.0,2.0,4.0,0.0
-0.552,-0.366,-0.36200000000000004,-0.24600000000000002,-0.255,-0.552,-0.552,1.61,-0.531,-0.552,-0.425,-0.429,0.292,0.0732,-0.509,-0.552,1.37,0.0461,-0.332,0.429,3.82,-0.552,-0.552,-0.32799999999999996,c>b>a>d>e>f,2.0,1.0,0.0,3.0,4.0,5.0
0.282,0.20800000000000002,-0.452,-0.149,-0.261,-0.385,-0.355,-0.418,-0.423,-0.21600000000000003,-0.366,-0.433,-0.396,0.737,-0.441,0.639,-0.22399999999999998,0.0765,0.133,-0.486,-0.486,-0.486,-0.486,4.39,a>b>e>f>c>d,0.0,1.0,4.0,5.0,2.0,3.0
-0.281,-0.281,-0.193,-0.221,-0.0455,-0.23399999999999999,-0.184,-0.281,-0.0924,-0.0272,-0.0546,-0.153,-0.115,-0.24600000000000002,-0.24100000000000002,-0.196,-0.187,-0.281,-0.281,-0.281,-0.272,-0.257,-0.281,4.68,e>b>a>d>c>f,2.0,1.0,4.0,3.0,0.0,5.0
1.04,0.621,-0.536,-0.5579999999999999,-0.5379999999999999,-0.557,-0.5579999999999999,-0.54,-0.557,-0.5579999999999999,-0.542,-0.542,-0.534,1.14,-0.5579999999999999,0.997,-0.546,1.05,1.08,-0.5579999999999999,-0.5579999999999999,-0.551,-0.5579999999999999,3.44,a>d>f>e>b>c,0.0,4.0,5.0,1.0,3.0,2.0
-2.01,0.605,0.0175,0.46299999999999997,0.605,-0.457,-0.272,0.297,1.32,0.297,0.368,0.297,-1.6,-1.62,-1.6,-0.581,0.895,-0.0698,-0.0539,0.843,2.34,-0.106,-0.51,0.534,a>f>e>b>c>d,0.0,3.0,4.0,5.0,2.0,1.0
