A1,A2,A3,A4,ranking,a,b,c,d
0.8383719999999999,-0.801451,-1.163197,-0.492187,a>c>b>d,0.0,2.0,1.0,3.0
0.8383719999999999,-0.810815,-1.004285,-0.5545260000000001,d>b>c>a,3.0,1.0,2.0,0.0
0.8383719999999999,-0.810815,-0.448092,-0.50548,d>b>c>a,3.0,1.0,2.0,0.0
0.8333809999999999,-0.810815,-0.765917,-0.21074400000000001,d>c>a>b,2.0,3.0,1.0,0.0
0.8333809999999999,-0.806133,-0.209723,0.11424400000000001,d>a>c>b,1.0,3.0,2.0,0.0
0.8333809999999999,-0.806133,0.34647,0.708299,c>a>b>d,1.0,2.0,0.0,3.0
0.823398,-0.801451,-0.765917,-0.208452,d>b>a>c,2.0,1.0,3.0,0.0
0.823398,-0.806133,0.34647,0.106452,d>b>c>a,3.0,1.0,2.0,0.0
0.823398,-0.806133,-0.130267,-0.035644999999999996,d>b>c>a,3.0,1.0,2.0,0.0
0.8283889999999999,-0.810815,-0.130267,-0.828177,d>b>c>a,3.0,1.0,2.0,0.0
0.823398,-0.815496,-0.8453729999999999,0.118828,d>a>c>b,1.0,3.0,2.0,0.0
0.823398,-0.810815,-1.242653,-0.376676,d>b>c>a,3.0,1.0,2.0,0.0
0.818407,-0.806133,-0.368636,-0.42984799999999995,d>a>c>b,1.0,3.0,2.0,0.0
0.8333809999999999,-0.810815,-0.8453729999999999,0.543284,d>c>a>b,2.0,3.0,1.0,0.0
0.8333809999999999,-0.8201780000000001,-0.050811,0.027611,d>c>b>a,3.0,2.0,1.0,0.0
0.8383719999999999,-0.815496,-0.9248290000000001,-0.44222399999999995,d>b>c>a,3.0,1.0,2.0,0.0
0.823398,-0.815496,-1.3221100000000001,-0.35605,d>a>c>b,1.0,3.0,2.0,0.0
0.798442,-0.806133,-0.765917,2.502841,b>c>a>d,2.0,0.0,1.0,3.0
0.803433,-0.810815,-1.560478,-0.337714,d>b>c>a,3.0,1.0,2.0,0.0
0.808425,-0.810815,-1.083741,0.19308499999999998,d>b>c>a,3.0,1.0,2.0,0.0
0.803433,-0.810815,-1.4810219999999998,-0.097525,d>b>c>a,3.0,1.0,2.0,0.0
0.793451,-0.810815,-1.798847,-0.5036470000000001,d>a>c>b,1.0,3.0,2.0,0.0
0.803433,-0.8201780000000001,-0.28918,0.431899,d>b>c>a,3.0,1.0,2.0,0.0
0.808425,-0.815496,-0.9248290000000001,-0.444974,d>b>c>a,3.0,1.0,2.0,0.0
0.803433,-0.815496,-0.368636,-0.597614,d>a>c>b,1.0,3.0,2.0,0.0
0.813416,-0.806133,-0.8453729999999999,2.8420400000000003,c>a>b>d,1.0,2.0,0.0,3.0
0.818407,-0.810815,0.108101,-0.0031,d>b>c>a,3.0,1.0,2.0,0.0
0.813416,-0.815496,0.108101,-0.026936,d>b>a>c,2.0,1.0,3.0,0.0
0.813416,-0.8201780000000001,0.505382,-0.21853699999999998,d>c>a>b,2.0,3.0,1.0,0.0
0.813416,-0.810815,-0.130267,-0.27812600000000004,d>b>c>a,3.0,1.0,2.0,0.0
0.793451,-0.82486,-0.28918,-0.274459,b>c>a>d,2.0,0.0,1.0,3.0
0.793451,-0.82486,0.028645,-0.607698,d>b>a>c,2.0,1.0,3.0,0.0
0.793451,-0.829542,-0.28918,-0.7383350000000001,d>b>a>c,2.0,1.0,3.0,0.0
0.793451,-0.829542,-0.209723,-0.639784,d>c>b>a,3.0,2.0,1.0,0.0
0.798442,-0.82486,-0.050811,-0.390428,d>b>c>a,3.0,1.0,2.0,0.0
0.798442,-0.829542,0.425926,-0.228163,b>c>a>d,2.0,0.0,1.0,3.0
0.798442,-0.829542,0.505382,-0.43305699999999997,b>d>c>a,3.0,0.0,2.0,1.0
0.798442,-0.829542,-1.3221100000000001,-0.580195,d>b>a>c,2.0,1.0,3.0,0.0
0.803433,-0.829542,0.505382,-0.224496,d>b>c>a,3.0,1.0,2.0,0.0
0.803433,-0.829542,0.505382,-0.208452,d>b>c>a,3.0,1.0,2.0,0.0
0.803433,-0.82486,0.505382,-0.304253,d>b>c>a,3.0,1.0,2.0,0.0
0.808425,-0.829542,0.505382,-0.119528,d>b>c>a,3.0,1.0,2.0,0.0
0.808425,-0.829542,0.505382,-0.072315,d>b>c>a,3.0,1.0,2.0,0.0
0.803433,-0.829542,0.267013,-0.123653,c>a>b>d,1.0,2.0,0.0,3.0
0.813416,-0.8201780000000001,1.3794,-0.40738800000000003,d>c>a>b,2.0,3.0,1.0,0.0
0.808425,-0.82486,0.425926,-0.47522700000000007,d>b>c>a,3.0,1.0,2.0,0.0
0.808425,-0.82486,0.505382,-0.35834099999999997,d>b>c>a,3.0,1.0,2.0,0.0
0.808425,-0.82486,-0.5275479999999999,-0.551776,a>c>b>d,0.0,2.0,1.0,3.0
0.803433,-0.82486,-0.130267,-0.800216,d>a>c>b,1.0,3.0,2.0,0.0
0.803433,-0.82486,0.6642939999999999,-0.389969,d>b>c>a,3.0,1.0,2.0,0.0
0.808425,-0.8201780000000001,0.425926,-0.319379,d>a>c>b,1.0,3.0,2.0,0.0
0.813416,-0.829542,0.584838,0.086283,d>c>b>a,3.0,2.0,1.0,0.0
0.813416,-0.829542,0.34647,-0.7438359999999999,a>c>b>d,0.0,2.0,1.0,3.0
0.808425,-0.829542,0.584838,-0.27399999999999997,d>b>c>a,3.0,1.0,2.0,0.0
0.818407,-0.829542,0.584838,-0.441766,d>b>c>a,3.0,1.0,2.0,0.0
0.818407,-0.829542,0.505382,-0.6507850000000001,d>b>c>a,3.0,1.0,2.0,0.0
0.813416,-0.829542,0.505382,-0.642076,d>b>c>a,3.0,1.0,2.0,0.0
0.813416,-0.829542,0.505382,-0.23320500000000002,d>b>a>c,2.0,1.0,3.0,0.0
0.818407,-0.8201780000000001,1.856137,-0.219453,d>c>b>a,3.0,2.0,1.0,0.0
0.818407,-0.82486,-1.4810219999999998,-0.6228239999999999,a>c>b>d,0.0,2.0,1.0,3.0
0.813416,-0.82486,1.3794,-0.261166,d>b>c>a,3.0,1.0,2.0,0.0
0.813416,-0.8201780000000001,0.505382,-0.43168199999999995,d>c>a>b,2.0,3.0,1.0,0.0
0.823398,-0.82486,1.220487,-1.066991,d>b>c>a,3.0,1.0,2.0,0.0
0.823398,-0.82486,0.584838,-0.692497,b>d>a>c,2.0,0.0,3.0,1.0
0.818407,-0.82486,1.856137,-0.772713,a>d>c>b,0.0,3.0,2.0,1.0
0.818407,-0.8201780000000001,1.299943,-0.609531,d>a>c>b,1.0,3.0,2.0,0.0
0.818407,-0.8201780000000001,0.267013,-0.081482,d>c>b>a,3.0,2.0,1.0,0.0
0.823398,-0.8201780000000001,1.856137,-0.626033,d>a>b>c,1.0,2.0,3.0,0.0
0.8283889999999999,-0.8201780000000001,0.425926,-0.359717,d>c>b>a,3.0,2.0,1.0,0.0
0.823398,-0.8201780000000001,0.267013,-0.436724,d>c>b>a,3.0,2.0,1.0,0.0
0.823398,-0.8201780000000001,0.267013,-0.46010100000000004,d>c>a>b,2.0,3.0,1.0,0.0
0.8283889999999999,-0.815496,0.108101,-0.460559,d>c>a>b,2.0,3.0,1.0,0.0
0.8333809999999999,-0.8201780000000001,0.505382,-0.262999,d>c>b>a,3.0,2.0,1.0,0.0
0.8333809999999999,-0.8201780000000001,0.425926,-0.568278,d>c>b>a,3.0,2.0,1.0,0.0
0.8333809999999999,-0.82486,-0.050811,-0.14703,c>a>b>d,1.0,2.0,0.0,3.0
0.8333809999999999,-0.82486,0.425926,-0.5614020000000001,d>b>c>a,3.0,1.0,2.0,0.0
0.8283889999999999,-0.82486,0.028645,-0.694331,c>b>a>d,2.0,1.0,0.0,3.0
0.8283889999999999,-0.82486,1.856137,-0.27720900000000004,a>c>b>d,0.0,2.0,1.0,3.0
0.843363,-0.815496,-0.8453729999999999,-0.46743500000000004,c>a>d>b,1.0,3.0,0.0,2.0
0.843363,-0.815496,-1.004285,-0.768588,d>c>a>b,2.0,3.0,1.0,0.0
0.843363,-0.8201780000000001,-1.083741,-0.769505,c>a>d>b,1.0,3.0,0.0,2.0
0.8383719999999999,-0.8201780000000001,-1.083741,-0.449558,c>a>b>d,1.0,2.0,0.0,3.0
0.8383719999999999,-0.8201780000000001,0.34647,-0.48302,d>b>a>c,2.0,1.0,3.0,0.0
0.8383719999999999,-0.8201780000000001,-0.130267,-0.24970599999999998,d>b>c>a,3.0,1.0,2.0,0.0
0.8383719999999999,-0.82486,-0.28918,-0.524274,a>c>d>b,0.0,3.0,1.0,2.0
0.8383719999999999,-0.82486,0.267013,-0.68883,d>b>c>a,3.0,1.0,2.0,0.0
0.843363,-0.82486,0.505382,-0.328547,d>b>c>a,3.0,1.0,2.0,0.0
0.8383719999999999,-0.82486,0.267013,-0.488979,a>c>d>b,0.0,3.0,1.0,2.0
0.818407,-0.82486,1.299943,-0.7470439999999999,b>d>c>a,3.0,0.0,2.0,1.0
0.818407,-0.829542,0.584838,-0.7814220000000001,c>b>a>d,2.0,1.0,0.0,3.0
0.818407,-0.829542,-0.9248290000000001,-0.46239300000000005,b>d>a>c,2.0,0.0,3.0,1.0
0.818407,-0.829542,0.505382,-0.7814220000000001,d>b>a>c,2.0,1.0,3.0,0.0
0.818407,-0.82486,0.028645,-0.648493,b>a>c>d,1.0,0.0,2.0,3.0
0.8383719999999999,-0.829542,-0.050811,-0.568736,b>d>a>c,2.0,0.0,3.0,1.0
0.8283889999999999,-0.829542,-0.209723,-0.15573900000000002,a>c>b>d,0.0,2.0,1.0,3.0
0.823398,-0.829542,-0.209723,-0.8666799999999999,d>a>c>b,1.0,3.0,2.0,0.0
0.823398,-0.82486,0.34647,-0.47614399999999996,b>c>a>d,2.0,0.0,1.0,3.0
0.848354,-0.806133,-1.004285,-0.09248300000000001,d>c>a>b,2.0,3.0,1.0,0.0
0.843363,-0.810815,-0.607004,0.24946500000000002,d>b>a>c,2.0,1.0,3.0,0.0
0.843363,-0.810815,-1.083741,-0.42663900000000005,c>a>d>b,1.0,3.0,0.0,2.0
0.843363,-0.815496,-0.765917,0.434191,c>a>b>d,1.0,2.0,0.0,3.0
0.843363,-0.815496,-0.9248290000000001,0.266883,a>c>b>d,0.0,2.0,1.0,3.0
0.848354,-0.815496,-0.28918,-0.684705,d>b>a>c,2.0,1.0,3.0,0.0
0.853345,-0.806133,-1.004285,0.116078,d>b>c>a,3.0,1.0,2.0,0.0
0.853345,-0.810815,-0.9248290000000001,-0.542609,d>b>c>a,3.0,1.0,2.0,0.0
0.853345,-0.810815,-0.28918,0.260925,d>b>c>a,3.0,1.0,2.0,0.0
0.848354,-0.810815,-0.607004,0.249923,d>b>c>a,3.0,1.0,2.0,0.0
0.853345,-0.815496,-0.5275479999999999,0.802267,d>b>c>a,3.0,1.0,2.0,0.0
0.853345,-0.815496,-0.368636,-0.290502,d>b>c>a,3.0,1.0,2.0,0.0
0.848354,-0.815496,-0.765917,-0.440849,d>b>c>a,3.0,1.0,2.0,0.0
0.853345,-0.8201780000000001,-0.765917,-0.46514300000000003,d>c>b>a,3.0,2.0,1.0,0.0
0.848354,-0.815496,-0.9248290000000001,-0.547651,a>c>b>d,0.0,2.0,1.0,3.0
0.848354,-0.815496,-0.5275479999999999,-0.135571,a>c>b>d,0.0,2.0,1.0,3.0
0.848354,-0.8201780000000001,-0.28918,-0.379427,b>c>a>d,2.0,0.0,1.0,3.0
0.848354,-0.8201780000000001,-0.368636,0.008818000000000001,c>a>b>d,1.0,2.0,0.0,3.0
0.848354,-0.8201780000000001,-0.050811,0.31959699999999996,c>b>a>d,2.0,1.0,0.0,3.0
0.848354,-0.8201780000000001,-0.050811,-0.010892,b>c>a>d,2.0,0.0,1.0,3.0
0.853345,-0.82486,-1.3221100000000001,-0.47476899999999994,d>c>b>a,3.0,2.0,1.0,0.0
0.848354,-0.8342229999999999,0.34647,-1.1875440000000002,d>b>a>c,2.0,1.0,3.0,0.0
0.8583370000000001,-0.829542,-0.8453729999999999,-1.0573649999999999,d>b>a>c,2.0,1.0,3.0,0.0
0.8583370000000001,-0.815496,-0.5275479999999999,0.634501,d>c>a>b,2.0,3.0,1.0,0.0
0.8583370000000001,-0.8201780000000001,-1.163197,0.970491,d>b>c>a,3.0,1.0,2.0,0.0
0.853345,-0.8201780000000001,-0.6864600000000001,0.614791,d>b>c>a,3.0,1.0,2.0,0.0
0.8583370000000001,-0.82486,-1.083741,1.1194629999999999,b>d>c>a,3.0,0.0,2.0,1.0
0.8583370000000001,-0.810815,-0.6864600000000001,0.637251,d>b>c>a,3.0,1.0,2.0,0.0
0.8583370000000001,-0.810815,-0.28918,-0.498604,d>b>c>a,3.0,1.0,2.0,0.0
0.8633280000000001,-0.815496,-0.368636,0.595539,d>b>c>a,3.0,1.0,2.0,0.0
0.8583370000000001,-0.815496,-0.368636,0.316388,d>b>c>a,3.0,1.0,2.0,0.0
0.843363,-0.82486,-0.607004,-0.511897,b>d>c>a,3.0,0.0,2.0,1.0
0.848354,-0.829542,-0.765917,-0.185075,a>c>b>d,0.0,2.0,1.0,3.0
0.848354,-0.82486,-1.7193900000000002,0.012485,c>d>a>b,2.0,3.0,0.0,1.0
0.848354,-0.82486,-1.083741,-0.338173,b>c>a>d,2.0,0.0,1.0,3.0
0.848354,-0.82486,-1.004285,-0.597614,b>a>d>c,1.0,0.0,3.0,2.0
0.853345,-0.82486,-0.765917,-0.478894,d>b>a>c,2.0,1.0,3.0,0.0
0.843363,-0.8342229999999999,-0.8453729999999999,0.031737,b>c>a>d,2.0,0.0,1.0,3.0
0.848354,-0.829542,-0.050811,-0.157573,b>c>a>d,2.0,0.0,1.0,3.0
0.843363,-0.8342229999999999,-0.5275479999999999,-0.701665,d>b>c>a,3.0,1.0,2.0,0.0
0.878301,-0.815496,-1.242653,0.282468,d>c>a>b,2.0,3.0,1.0,0.0
0.87331,-0.8201780000000001,-0.8453729999999999,-0.299669,d>b>c>a,3.0,1.0,2.0,0.0
0.87331,-0.815496,-0.368636,-0.21441100000000002,d>c>a>b,2.0,3.0,1.0,0.0
0.878301,-0.8201780000000001,-0.765917,0.152289,d>b>a>c,2.0,1.0,3.0,0.0
0.87331,-0.815496,-0.607004,0.20316900000000002,d>b>c>a,3.0,1.0,2.0,0.0
0.893275,-0.829542,-1.004285,0.382853,c>a>b>d,1.0,2.0,0.0,3.0
0.903257,-0.82486,-1.004285,0.612957,d>b>c>a,3.0,1.0,2.0,0.0
0.8683190000000001,-0.810815,-0.448092,-0.086983,d>b>c>a,3.0,1.0,2.0,0.0
0.8633280000000001,-0.810815,-0.368636,-0.418389,d>b>c>a,3.0,1.0,2.0,0.0
0.8683190000000001,-0.815496,-0.28918,-0.411971,d>b>c>a,3.0,1.0,2.0,0.0
0.8683190000000001,-0.8201780000000001,-0.448092,-0.12411099999999999,d>b>c>a,3.0,1.0,2.0,0.0
0.8633280000000001,-0.815496,-0.765917,0.416314,d>b>c>a,3.0,1.0,2.0,0.0
0.8683190000000001,-0.8201780000000001,-0.8453729999999999,-0.24008000000000002,d>b>a>c,2.0,1.0,3.0,0.0
0.87331,-0.8201780000000001,-1.083741,1.263393,d>b>c>a,3.0,1.0,2.0,0.0
0.8683190000000001,-0.82486,-1.8783029999999998,1.987168,c>a>b>d,1.0,2.0,0.0,3.0
0.878301,-0.8201780000000001,-0.765917,-0.169949,d>b>c>a,3.0,1.0,2.0,0.0
0.878301,-0.82486,-0.765917,0.8503959999999999,d>b>c>a,3.0,1.0,2.0,0.0
0.883292,-0.82486,-1.004285,1.521,c>a>b>d,1.0,2.0,0.0,3.0
0.878301,-0.829542,-0.8453729999999999,-1.147206,d>b>a>c,2.0,1.0,3.0,0.0
0.848354,-0.801451,-1.163197,0.6432100000000001,d>c>b>a,3.0,2.0,1.0,0.0
0.843363,-0.801451,-1.242653,0.30080300000000004,d>c>a>b,2.0,3.0,1.0,0.0
0.8583370000000001,-0.801451,-1.401566,0.31868,d>b>c>a,3.0,1.0,2.0,0.0
0.848354,-0.801451,-0.9248290000000001,0.8889,d>c>b>a,3.0,2.0,1.0,0.0
0.8683190000000001,-0.796769,-1.163197,-0.311587,d>c>a>b,2.0,3.0,1.0,0.0
0.883292,-0.801451,-1.004285,1.459119,c>a>b>d,1.0,2.0,0.0,3.0
0.883292,-0.815496,-0.28918,0.222421,d>b>c>a,3.0,1.0,2.0,0.0
0.888284,-0.8201780000000001,-0.9248290000000001,2.716445,c>b>a>d,2.0,1.0,0.0,3.0
0.893275,-0.82486,-1.004285,1.36286,c>b>a>d,2.0,1.0,0.0,3.0
0.893275,-0.8201780000000001,-1.004285,-0.383094,d>b>c>a,3.0,1.0,2.0,0.0
0.893275,-0.810815,-1.163197,1.6516369999999998,d>b>c>a,3.0,1.0,2.0,0.0
0.87331,-0.810815,-0.28918,-0.6869970000000001,d>b>a>c,2.0,1.0,3.0,0.0
0.883292,-0.810815,-0.5275479999999999,0.515323,d>b>c>a,3.0,1.0,2.0,0.0
0.9132399999999999,-0.815496,-1.957759,16.181239,b>c>a>d,2.0,0.0,1.0,3.0
0.903257,-0.8201780000000001,-1.560478,1.009452,d>b>a>c,2.0,1.0,3.0,0.0
0.898266,-0.8201780000000001,-1.639934,1.025954,d>b>c>a,3.0,1.0,2.0,0.0
0.893275,-0.815496,-1.7193900000000002,3.251369,d>b>c>a,3.0,1.0,2.0,0.0
0.883292,-0.8342229999999999,-0.448092,0.184376,d>b>c>a,3.0,1.0,2.0,0.0
0.87331,-0.8342229999999999,-0.607004,-0.015018,d>b>c>a,3.0,1.0,2.0,0.0
0.87331,-0.8342229999999999,-0.8453729999999999,-0.37851,d>b>c>a,3.0,1.0,2.0,0.0
0.883292,-0.8342229999999999,-1.004285,0.6945479999999999,d>c>a>b,2.0,3.0,1.0,0.0
0.87331,-0.8389049999999999,-0.28918,-0.388594,d>b>c>a,3.0,1.0,2.0,0.0
0.878301,-0.8389049999999999,-0.9248290000000001,0.782556,d>b>c>a,3.0,1.0,2.0,0.0
0.888284,-0.8389049999999999,-1.560478,3.597443,a>c>d>b,0.0,3.0,1.0,2.0
0.893275,-0.8342229999999999,-1.004285,0.524949,d>b>c>a,3.0,1.0,2.0,0.0
0.893275,-0.829542,-1.004285,0.8041,d>b>c>a,3.0,1.0,2.0,0.0
0.903257,-0.82486,-1.004285,0.250382,d>b>c>a,3.0,1.0,2.0,0.0
0.893275,-0.85295,-0.448092,-0.297836,d>b>a>c,2.0,1.0,3.0,0.0
0.898266,-0.857632,-1.004285,0.612957,d>b>c>a,3.0,1.0,2.0,0.0
0.883292,-0.8623139999999999,-1.242653,-0.28179299999999996,d>b>c>a,3.0,1.0,2.0,0.0
0.888284,-0.857632,-1.401566,3.6208199999999997,c>b>a>d,2.0,1.0,0.0,3.0
0.898266,-0.8342229999999999,-1.242653,1.273935,d>a>b>c,1.0,2.0,3.0,0.0
0.903257,-0.8389049999999999,-1.083741,0.517157,d>b>a>c,2.0,1.0,3.0,0.0
0.9082479999999999,-0.8389049999999999,-1.004285,0.39202,d>b>c>a,3.0,1.0,2.0,0.0
0.903257,-0.8435870000000001,-1.083741,0.20637800000000003,d>b>c>a,3.0,1.0,2.0,0.0
0.898266,-0.8389049999999999,-1.8783029999999998,0.799516,d>c>b>a,3.0,2.0,1.0,0.0
0.903257,-0.829542,-1.163197,0.472236,d>b>c>a,3.0,1.0,2.0,0.0
0.9082479999999999,-0.8435870000000001,-1.163197,-0.084233,d>b>a>c,2.0,1.0,3.0,0.0
0.9132399999999999,-0.8342229999999999,-1.957759,1.274394,d>a>b>c,1.0,2.0,3.0,0.0
0.893275,-0.848269,-1.3221100000000001,1.637428,d>b>c>a,3.0,1.0,2.0,0.0
0.903257,-0.85295,-2.1166709999999997,-0.9413959999999999,d>b>a>c,2.0,1.0,3.0,0.0
0.878301,-0.857632,-0.28918,0.059239,d>b>c>a,3.0,1.0,2.0,0.0
0.878301,-0.8623139999999999,-0.28918,1.519167,b>c>a>d,2.0,0.0,1.0,3.0
0.883292,-0.85295,-1.163197,-0.655369,d>b>c>a,3.0,1.0,2.0,0.0
0.883292,-0.8669959999999999,-0.8453729999999999,0.41814700000000005,d>b>c>a,3.0,1.0,2.0,0.0
0.883292,-0.8669959999999999,-0.9248290000000001,0.688589,b>c>a>d,2.0,0.0,1.0,3.0
0.9381959999999999,-0.857632,-1.8783029999999998,0.248548,d>a>c>b,1.0,3.0,2.0,0.0
0.953169,-0.946585,-1.004285,-0.28133400000000003,d>b>c>a,3.0,1.0,2.0,0.0
0.953169,-0.9419040000000001,-1.004285,0.6551279999999999,d>b>c>a,3.0,1.0,2.0,0.0
0.9481780000000001,-0.946585,-0.368636,0.560702,d>b>c>a,3.0,1.0,2.0,0.0
0.953169,-0.946585,-0.9248290000000001,0.379644,d>b>c>a,3.0,1.0,2.0,0.0
0.953169,-0.946585,-0.607004,-0.322588,d>b>c>a,3.0,1.0,2.0,0.0
0.953169,-0.951267,-0.368636,-0.43626499999999996,d>b>c>a,3.0,1.0,2.0,0.0
0.953169,-0.951267,-0.28918,0.508448,d>b>c>a,3.0,1.0,2.0,0.0
0.9481780000000001,-0.946585,-0.448092,0.436483,d>b>c>a,3.0,1.0,2.0,0.0
0.9431870000000001,-0.9372219999999999,-1.004285,1.183635,c>a>b>d,1.0,2.0,0.0,3.0
0.9431870000000001,-0.9372219999999999,-1.242653,1.464161,b>d>c>a,3.0,0.0,2.0,1.0
0.9481780000000001,-0.9372219999999999,-1.560478,1.438492,c>a>b>d,1.0,2.0,0.0,3.0
0.973134,-0.871677,1.141031,-0.332214,d>c>a>b,2.0,3.0,1.0,0.0
0.983116,-0.895086,0.584838,-0.604489,d>a>c>b,1.0,3.0,2.0,0.0
0.9481780000000001,-0.951267,-0.28918,0.24213099999999999,d>b>c>a,3.0,1.0,2.0,0.0
0.953169,-0.9559489999999999,-0.8453729999999999,0.8783569999999999,d>c>b>a,3.0,2.0,1.0,0.0
0.9481780000000001,-0.951267,-0.6864600000000001,-0.6521600000000001,d>b>c>a,3.0,1.0,2.0,0.0
0.953169,-0.9606309999999999,-1.004285,0.174291,d>b>c>a,3.0,1.0,2.0,0.0
0.9481780000000001,-0.9653120000000001,-0.8453729999999999,-0.46835200000000005,d>b>c>a,3.0,1.0,2.0,0.0
0.953169,-0.9653120000000001,-1.004285,0.752304,d>b>c>a,3.0,1.0,2.0,0.0
0.933204,-0.9419040000000001,-1.004285,3.216533,c>a>b>d,1.0,2.0,0.0,3.0
0.9381959999999999,-0.9419040000000001,-0.8453729999999999,0.746803,d>b>c>a,3.0,1.0,2.0,0.0
0.9431870000000001,-0.946585,-0.765917,0.149539,d>b>c>a,3.0,1.0,2.0,0.0
0.9381959999999999,-0.946585,-1.004285,0.171541,b>c>a>d,2.0,0.0,1.0,3.0
0.9431870000000001,-0.951267,-0.765917,0.5854550000000001,d>b>c>a,3.0,1.0,2.0,0.0
0.95816,-0.927858,-1.004285,-0.503188,d>b>c>a,3.0,1.0,2.0,0.0
0.953169,-0.9325399999999999,-0.9248290000000001,0.246256,d>b>c>a,3.0,1.0,2.0,0.0
0.9481780000000001,-0.9325399999999999,-1.401566,0.039529,d>b>a>c,2.0,1.0,3.0,0.0
0.953169,-0.927858,-1.242653,2.700401,b>c>a>d,2.0,0.0,1.0,3.0
0.95816,-0.927858,-1.083741,0.38927,d>b>c>a,3.0,1.0,2.0,0.0
0.95816,-0.9372219999999999,-1.004285,0.34480700000000003,d>b>c>a,3.0,1.0,2.0,0.0
0.95816,-0.927858,-1.083741,0.952155,d>b>c>a,3.0,1.0,2.0,0.0
0.953169,-0.9372219999999999,-1.004285,0.304012,d>b>c>a,3.0,1.0,2.0,0.0
0.968143,-0.927858,-1.4810219999999998,0.432816,d>b>c>a,3.0,1.0,2.0,0.0
0.973134,-0.9325399999999999,-2.1166709999999997,2.37908,d>b>a>c,2.0,1.0,3.0,0.0
0.963151,-0.9372219999999999,-1.4810219999999998,0.998451,d>b>a>c,2.0,1.0,3.0,0.0
0.963151,-0.9325399999999999,-1.401566,-0.097984,d>a>c>b,1.0,3.0,2.0,0.0
0.963151,-0.927858,-1.957759,1.9280380000000001,c>a>b>d,1.0,2.0,0.0,3.0
0.968143,-0.9419040000000001,-1.560478,0.743136,c>a>d>b,1.0,3.0,0.0,2.0
0.968143,-0.9372219999999999,-1.798847,0.198127,d>c>a>b,2.0,3.0,1.0,0.0
0.95816,-0.9419040000000001,-1.083741,0.033112,d>b>c>a,3.0,1.0,2.0,0.0
0.963151,-0.9419040000000001,-1.004285,0.611582,c>a>b>d,1.0,2.0,0.0,3.0
0.953169,-0.9419040000000001,-1.004285,1.163925,d>b>c>a,3.0,1.0,2.0,0.0
0.95816,-0.951267,-1.083741,1.421074,d>b>c>a,3.0,1.0,2.0,0.0
0.963151,-0.946585,-1.163197,1.190053,b>d>c>a,3.0,0.0,2.0,1.0
0.95816,-0.951267,-1.242653,-0.145197,d>a>c>b,1.0,3.0,2.0,0.0
0.963151,-0.9559489999999999,-1.957759,0.292552,d>b>c>a,3.0,1.0,2.0,0.0
0.953169,-0.9606309999999999,-1.798847,0.710591,d>b>c>a,3.0,1.0,2.0,0.0
0.95816,-0.9653120000000001,-1.8783029999999998,-0.292335,d>a>c>b,1.0,3.0,2.0,0.0
0.95816,-0.9606309999999999,-2.1166709999999997,-0.10302599999999999,d>a>b>c,1.0,2.0,3.0,0.0
0.953169,-0.9653120000000001,-1.004285,-0.070023,d>b>a>c,2.0,1.0,3.0,0.0
0.95816,-0.9559489999999999,-1.639934,0.006067,d>b>c>a,3.0,1.0,2.0,0.0
0.9481780000000001,-0.979358,-1.004285,-0.244664,d>b>a>c,2.0,1.0,3.0,0.0
0.9481780000000001,-0.979358,-1.083741,-0.097525,d>b>c>a,3.0,1.0,2.0,0.0
0.9481780000000001,-0.974676,-1.798847,0.23892199999999997,c>a>b>d,1.0,2.0,0.0,3.0
0.9481780000000001,-0.969994,-1.957759,0.299428,a>d>c>b,0.0,3.0,2.0,1.0
0.963151,-0.993403,-1.083741,-0.409221,d>b>c>a,3.0,1.0,2.0,0.0
0.963151,-0.993403,-1.163197,-0.592572,d>b>c>a,3.0,1.0,2.0,0.0
1.0080719999999999,-0.988721,-1.083741,-1.012902,d>a>b>c,1.0,2.0,3.0,0.0
0.988107,-0.946585,-2.037215,0.163749,d>a>c>b,1.0,3.0,2.0,0.0
0.993099,-0.951267,-1.8783029999999998,1.2432239999999999,d>b>a>c,2.0,1.0,3.0,0.0
1.038019,-0.9325399999999999,-2.037215,2.859458,a>d>b>c,0.0,2.0,3.0,1.0
0.988107,-0.9184950000000001,0.028645,-0.6475770000000001,d>b>a>c,2.0,1.0,3.0,0.0
1.018054,-0.9091309999999999,-1.798847,-1.000068,d>a>b>c,1.0,2.0,3.0,0.0
0.988107,-0.923177,-2.037215,-0.655369,d>c>a>b,2.0,3.0,1.0,0.0
0.993099,-0.923177,-1.957759,0.306762,d>c>a>b,2.0,3.0,1.0,0.0
0.993099,-0.927858,-1.957759,-0.291419,d>a>c>b,1.0,3.0,2.0,0.0
0.988107,-0.923177,-1.957759,-0.604031,d>b>c>a,3.0,1.0,2.0,0.0
0.988107,-0.927858,-2.1166709999999997,1.0195370000000001,a>c>b>d,0.0,2.0,1.0,3.0
0.983116,-0.927858,-1.957759,0.22838000000000003,d>b>c>a,3.0,1.0,2.0,0.0
0.978125,-0.9184950000000001,-2.037215,0.873315,d>a>c>b,1.0,3.0,2.0,0.0
0.963151,-0.923177,-1.798847,1.1850100000000001,c>a>b>d,1.0,2.0,0.0,3.0
0.988107,-0.927858,-1.957759,-0.386302,d>c>a>b,2.0,3.0,1.0,0.0
0.993099,-0.927858,-1.957759,-0.47201899999999997,a>c>d>b,0.0,3.0,1.0,2.0
