A1,A2,A3,A4,A5,A6,A7,A8,A9,ranking,a,b,c,d,e,f,g,h,i
0.62608,-0.47961099999999995,-0.22523,-0.297672,0.476101,0.436209,0.243155,-0.075552,0.035788,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
0.049698,-0.322377,-0.482914,0.738007,0.26595100000000005,0.192466,-0.986909,-0.313895,-0.174868,e>a>i>d>c>b>g>f>h,1.0,5.0,4.0,3.0,0.0,7.0,6.0,8.0,2.0
-0.191662,-0.322377,-0.515125,-1.333351,0.160876,0.192466,-0.986909,0.16279100000000002,1.8263630000000002,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.20967399999999997,-0.361686,-0.482914,-2.196416,0.160876,0.192466,0.053914,0.16279100000000002,5.828825,e>a>d>i>c>b>g>f>h,1.0,5.0,4.0,2.0,0.0,7.0,6.0,8.0,3.0
0.608068,-0.204452,0.83772,-0.642898,0.26595100000000005,0.192466,0.527016,0.798373,-0.06954,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
0.6044649999999999,-0.047218,1.063194,0.9106200000000001,0.686251,0.436209,-1.17615,0.40113499999999996,-2.176098,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.631154,-0.047218,0.386772,1.255847,1.211626,0.436209,-1.8384919999999998,-1.18782,0.4571,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
0.871042,-0.361686,0.354561,-1.5059639999999999,1.211626,0.436209,1.567839,0.48058199999999995,-0.06954,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
0.896259,0.306558,0.354561,0.047555,1.631926,0.679952,-0.419188,-0.234447,0.14111600000000002,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.094398,0.542409,-0.321861,0.738007,1.737002,0.679952,-1.2707700000000002,-0.711133,-0.174868,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
-0.47625100000000004,0.345867,-0.9338629999999999,-0.038751999999999995,1.3167010000000001,0.436209,-0.135327,-0.631686,-0.701507,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
0.6044649999999999,0.306558,-0.837231,-1.333351,0.371026,0.192466,1.473219,0.40113499999999996,0.035788,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
1.209667,1.053419,-0.25744,-0.297672,-0.469574,0.192466,0.243155,0.48058199999999995,-0.06954,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
0.9250780000000001,1.7609709999999998,0.515614,0.13386099999999998,-0.36449899999999996,0.192466,-0.324567,0.56003,-0.06954,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.649166,1.878897,0.902141,1.083234,0.476101,0.436209,-1.649252,0.24223899999999998,0.14111600000000002,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.8184779999999999,1.6037379999999999,0.9987729999999999,-0.729205,1.001476,0.436209,1.283978,0.24223899999999998,-1.2281469999999999,d>i>b>c>a>g>f>h>e,4.0,2.0,3.0,0.0,8.0,6.0,5.0,7.0,1.0
0.164974,1.407195,0.32235,-1.1607370000000001,1.526851,0.679952,1.094737,-0.7905810000000001,0.14111600000000002,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
0.43515299999999996,1.525121,-0.128598,-0.38397800000000004,1.631926,0.679952,-0.22994699999999998,-0.631686,0.8784120000000001,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
-0.061975999999999996,1.6037379999999999,-1.159337,0.479088,1.211626,0.436209,-0.797669,-1.267267,-0.280196,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-0.2493,1.6037379999999999,-1.4170209999999999,0.392781,0.896401,0.436209,-0.8922889999999999,-0.7905810000000001,0.14111600000000002,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
0.09652899999999999,1.4858120000000001,-1.191547,-0.988124,-0.36449899999999996,0.192466,1.094737,1.036716,0.246444,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.32855300000000004,1.525121,0.676667,0.479088,-0.7848,-0.051276999999999996,-0.703048,1.1956120000000001,-0.06954,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.8581040000000001,1.328578,1.192036,0.738007,-0.259424,0.192466,-0.8922889999999999,0.16279100000000002,-0.174868,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
-1.1535,1.053419,1.127615,-0.642898,0.371026,0.192466,0.337775,-0.154999,1.194396,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.242096,0.345867,-0.128598,-0.729205,1.211626,0.436209,0.527016,-0.711133,-0.06954,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
-0.025952,0.188633,-0.966073,-0.211365,-0.469574,0.192466,0.148534,0.083344,0.035788,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
-0.018747999999999997,0.188633,-0.966073,-0.211365,-0.57465,0.192466,0.148534,0.083344,0.035788,e>a>i>d>c>b>g>f>h,1.0,5.0,4.0,3.0,0.0,7.0,6.0,8.0,2.0
-0.876116,-0.165143,-0.643967,0.392781,-0.889875,-0.051276999999999996,-0.324567,0.718925,-0.174868,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
0.651297,-0.400994,0.612246,-1.59227,-0.99495,-0.051276999999999996,1.567839,0.877821,-0.174868,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
1.162836,-0.125835,0.902141,-0.211365,-0.57465,0.192466,-0.040706,0.40113499999999996,-0.174868,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
1.173643,0.070707,0.9343520000000001,1.9462990000000002,-0.259424,0.192466,-0.513808,-0.234447,-2.808066,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-0.714009,0.22794099999999998,-0.22523,1.3421530000000002,0.26595100000000005,0.192466,-1.365391,-0.711133,-0.174868,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-0.30693899999999996,-0.361686,-1.030494,-0.556591,-0.889875,-0.051276999999999996,0.527016,-0.234447,-0.06954,e>g>f>h>a>i>d>c>b,4.0,8.0,7.0,6.0,0.0,2.0,1.0,3.0,5.0
-0.12681900000000002,-0.47961099999999995,-0.482914,0.13386099999999998,-1.730475,-0.051276999999999996,-0.040706,0.56003,-0.174868,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-0.058374,-0.5189199999999999,-0.22523,-0.729205,-1.83555,-0.29502,0.621636,0.639478,0.773084,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
0.932283,-0.322377,0.9343520000000001,-0.988124,-1.520325,-0.051276999999999996,0.9054969999999999,0.957269,0.035788,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
1.148426,0.345867,0.86993,0.047555,-0.469574,0.192466,-0.135327,-0.313895,-0.174868,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-1.081452,0.542409,0.12908699999999998,0.9106200000000001,0.371026,0.192466,-0.986909,0.003896,-0.174868,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-1.3624379999999998,0.110016,0.12908699999999998,-0.038751999999999995,0.371026,0.192466,0.337775,0.003896,-0.280196,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-0.6023350000000001,-0.322377,0.161297,-1.247044,0.476101,0.192466,1.567839,0.16279100000000002,-1.2281469999999999,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
0.341491,-0.361686,-0.28965100000000005,-0.815511,0.371026,0.192466,0.716256,-0.393342,-0.280196,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
0.737754,-0.24376,-0.193019,-1.074431,0.26595100000000005,0.192466,0.9054969999999999,0.56003,0.246444,e>a>i>d>c>b>g>f>h,1.0,5.0,4.0,3.0,0.0,7.0,6.0,8.0,2.0
1.2276790000000002,0.306558,0.7088770000000001,-0.297672,0.476101,0.436209,0.243155,0.718925,-0.174868,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
1.159233,0.621026,0.902141,1.601073,0.791326,0.436209,-1.0815299999999999,0.321687,-2.492082,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.559106,0.7782600000000001,0.354561,2.032606,1.3167010000000001,0.436209,-2.595455,-0.949476,0.773084,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-1.308403,0.621026,0.032455,1.3421530000000002,1.3167010000000001,0.436209,-2.311594,-0.870029,1.194396,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-1.8955919999999997,0.345867,-0.28965100000000005,0.824314,1.3167010000000001,0.436209,-1.743872,-0.870029,1.194396,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-2.3458900000000003,-0.125835,-0.643967,-0.211365,1.106551,0.436209,-0.22994699999999998,-0.631686,1.299723,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-1.052633,-1.069238,-0.901652,-2.196416,0.371026,0.192466,2.040941,-0.075552,-0.385523,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-0.9013329999999999,-1.108547,-0.901652,-2.36903,0.371026,0.192466,2.040941,0.003896,0.351772,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
0.62608,-1.187163,-0.25744,-2.023803,-0.15434900000000001,0.192466,1.94632,1.036716,0.14111600000000002,d>i>b>c>a>g>f>h>e,4.0,2.0,3.0,0.0,8.0,6.0,5.0,7.0,1.0
1.674375,-0.8333870000000001,-0.064177,-1.678577,-0.259424,0.192466,1.567839,0.24223899999999998,0.14111600000000002,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
2.0922520000000002,0.110016,0.19350799999999999,0.13386099999999998,-0.259424,0.192466,0.053914,0.24223899999999998,-0.49085100000000004,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
-0.15203599999999998,0.856877,0.257929,2.377832,0.055800999999999996,0.192466,-2.595455,0.003896,-0.385523,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-0.908538,0.621026,0.29014,-1.678577,0.160876,0.192466,1.378598,0.24223899999999998,2.563659,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
0.10373399999999999,0.385175,0.064666,-1.247044,0.371026,0.192466,1.094737,-0.313895,-0.174868,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
0.074914,0.738951,-0.740599,0.13386099999999998,-0.7848,-0.051276999999999996,-0.22994699999999998,-0.075552,-0.06954,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-0.314143,0.699643,-0.5473359999999999,0.565394,-1.2051,-0.051276999999999996,-0.797669,0.48058199999999995,0.351772,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
0.11814300000000001,0.463792,0.7088770000000001,-0.297672,-1.100025,-0.051276999999999996,0.337775,0.56003,-0.174868,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
-0.458239,0.42448400000000003,0.86993,0.9106200000000001,-0.469574,0.192466,-0.986909,0.083344,-0.280196,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
-1.157102,0.031399,0.451193,0.479088,0.160876,0.192466,-0.797669,-0.552238,0.14111600000000002,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-0.9337540000000001,-0.597536,0.12908699999999998,-0.556591,0.371026,0.192466,0.527016,-0.234447,-0.06954,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
0.730549,-0.794079,0.096876,-0.988124,0.371026,0.192466,0.9054969999999999,0.003896,-0.06954,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
1.1124020000000001,-0.24376,-0.031966,-0.297672,0.476101,0.192466,0.148534,-0.075552,0.035788,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
-1.092259,0.031399,-0.25744,0.565394,-0.36449899999999996,0.192466,-0.797669,0.083344,-0.06954,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
-1.3768479999999998,-0.558228,-0.160808,0.047555,-0.469574,0.192466,-0.22994699999999998,0.16279100000000002,0.14111600000000002,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
1.047559,-0.9906209999999999,0.29014,-0.815511,-0.36449899999999996,0.192466,0.716256,0.083344,-0.06954,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
0.23702199999999998,-0.204452,0.096876,0.392781,0.055800999999999996,0.192466,-0.703048,-0.154999,-0.06954,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
-0.998597,-1.1478549999999998,-0.160808,0.22016799999999997,-0.679725,-0.051276999999999996,-0.324567,0.16279100000000002,-0.06954,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
-0.47625100000000004,-1.619557,0.000245,-0.901818,-0.7848,-0.051276999999999996,0.8108770000000001,0.48058199999999995,0.246444,e>d>i>c>b>a>g>f>h,5.0,4.0,3.0,1.0,0.0,7.0,6.0,8.0,2.0
0.975511,-1.54094,0.902141,-1.333351,-0.36449899999999996,0.192466,1.473219,0.48058199999999995,-0.280196,d>i>c>b>a>f>h>e>g,4.0,3.0,2.0,0.0,7.0,5.0,8.0,6.0,1.0
1.551894,-0.912004,0.064666,-0.38397800000000004,0.160876,0.192466,0.432395,-0.870029,-0.280196,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
1.57711,-0.8726959999999999,-0.031966,-0.38397800000000004,0.160876,0.192466,0.337775,-0.870029,-0.06954,e>g>f>h>a>i>d>c>b,4.0,8.0,7.0,6.0,0.0,2.0,1.0,3.0,5.0
0.6729109999999999,-0.007909999999999999,-1.2881790000000002,0.651701,-0.889875,-0.051276999999999996,-0.8922889999999999,-0.631686,-0.06954,g>e>f>h>c>b>a>i>d,6.0,5.0,4.0,8.0,1.0,2.0,0.0,3.0,7.0
-0.6023350000000001,-0.047218,-0.128598,0.479088,-2.4659999999999997,-0.29502,-0.513808,0.957269,0.035788,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.616744,-0.636845,1.546353,-0.038751999999999995,-1.41525,-0.051276999999999996,0.053914,0.718925,-0.06954,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.620346,-0.676153,1.642985,-0.038751999999999995,-1.2051,-0.051276999999999996,-0.040706,0.639478,-0.174868,d>i>c>b>a>f>h>e>g,4.0,3.0,2.0,0.0,7.0,5.0,8.0,6.0,1.0
-0.894128,-1.069238,1.063194,0.22016799999999997,0.160876,0.192466,-0.419188,-0.631686,0.035788,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
-0.605937,-1.3837059999999999,0.612246,-0.815511,0.686251,0.436209,0.621636,-0.552238,-0.385523,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
-0.245698,-1.619557,-1.545864,-0.297672,0.371026,0.192466,0.243155,-2.061744,-0.174868,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-0.216879,-1.619557,-1.8679700000000001,-0.297672,0.160876,0.192466,0.243155,-1.9028490000000002,0.035788,e>f>h>a>i>d>c>b>g,3.0,7.0,6.0,5.0,0.0,1.0,8.0,2.0,4.0
-0.15203599999999998,-1.698173,-1.8679700000000001,-0.211365,-0.99495,-0.051276999999999996,0.432395,0.718925,-0.280196,e>d>i>c>b>a>g>f>h,5.0,4.0,3.0,1.0,0.0,7.0,6.0,8.0,2.0
0.568442,-1.6588650000000003,-0.708388,-0.988124,-1.940625,-0.29502,1.094737,1.59285,0.14111600000000002,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
1.368172,-1.069238,1.288668,-0.47028500000000006,-1.6254,-0.051276999999999996,0.527016,1.4339549999999999,0.035788,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
1.490653,-0.8726959999999999,1.578563,0.824314,-1.310175,-0.051276999999999996,0.148534,0.40113499999999996,-2.3867540000000003,d>i>c>b>a>f>h>e>g,4.0,3.0,2.0,0.0,7.0,5.0,8.0,6.0,1.0
0.6116699999999999,-0.361686,0.257929,0.651701,-0.36449899999999996,0.192466,-0.986909,-1.3467149999999999,-0.06954,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
0.399129,-0.322377,-0.064177,-0.038751999999999995,-0.36449899999999996,0.192466,-0.8922889999999999,-0.949476,0.667756,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
0.352298,-0.283069,-0.128598,-0.38397800000000004,-0.36449899999999996,0.192466,-0.608428,-0.870029,2.037019,e>g>f>h>a>i>d>c>b,4.0,8.0,7.0,6.0,0.0,2.0,1.0,3.0,5.0
-0.699599,-0.47961099999999995,0.032455,0.392781,-0.889875,-0.051276999999999996,-0.513808,0.718925,-0.280196,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.6779850000000001,-0.8726959999999999,0.9343520000000001,-0.211365,-0.469574,0.192466,0.243155,0.798373,-0.06954,d>i>c>b>a>f>h>e>g,4.0,3.0,2.0,0.0,7.0,5.0,8.0,6.0,1.0
-0.8545020000000001,-1.02993,0.741088,0.651701,-0.15434900000000001,0.192466,-1.17615,-0.552238,-0.385523,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
1.461834,-1.069238,-0.321861,-1.333351,0.26595100000000005,0.192466,1.378598,-0.393342,-0.06954,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
2.049023,-0.558228,-0.5473359999999999,-0.988124,0.055800999999999996,0.192466,0.716256,-0.313895,0.5624279999999999,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
2.103059,0.149324,-0.676178,-0.038751999999999995,-0.469574,0.192466,-0.419188,-0.075552,0.98374,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
0.633285,0.9748020000000001,-0.579546,1.083234,-1.2051,-0.051276999999999996,-1.460011,0.56003,0.14111600000000002,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.494263,0.9748020000000001,-0.25744,1.514767,-1.41525,-0.051276999999999996,-2.122353,0.56003,0.667756,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
0.932283,0.699643,0.161297,-1.1607370000000001,-1.2051,-0.051276999999999996,1.189358,-0.075552,-0.06954,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
1.1556309999999999,1.014111,0.12908699999999998,0.479088,-1.100025,-0.051276999999999996,-0.986909,0.003896,-0.596179,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
-0.58072,1.249961,0.354561,0.824314,-0.889875,-0.051276999999999996,-1.0815299999999999,0.16279100000000002,-0.06954,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.06918099999999999,0.896185,0.5800350000000001,-0.729205,-0.259424,0.192466,0.621636,-0.234447,0.14111600000000002,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
-0.67078,-0.440303,0.32235,0.047555,-0.57465,0.192466,-0.22994699999999998,-0.154999,-0.06954,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
0.690923,-0.597536,-0.321861,-0.47028500000000006,-0.889875,-0.051276999999999996,0.337775,0.321687,0.14111600000000002,g>d>i>c>b>a>e>f>h,5.0,4.0,3.0,1.0,6.0,7.0,0.0,8.0,2.0
-0.951766,-0.322377,-0.837231,0.13386099999999998,0.371026,0.192466,-0.419188,-0.234447,0.035788,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
1.047559,0.581717,-1.3526,-0.297672,-0.99495,-0.051276999999999996,0.337775,0.24223899999999998,0.035788,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
1.083583,0.738951,-1.2559690000000001,0.565394,-1.41525,-0.051276999999999996,-0.419188,0.321687,-1.544131,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
0.820609,0.9748020000000001,-0.9982840000000001,0.651701,-1.83555,-0.29502,-0.8922889999999999,0.798373,-0.385523,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
-0.7500319999999999,0.9748020000000001,0.902141,0.996927,-2.0457,-0.29502,-1.17615,1.275059,-0.06954,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-1.074247,0.8175680000000001,1.256458,-0.815511,-1.730475,-0.29502,-0.797669,1.1956120000000001,2.563659,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-1.261572,0.22794099999999998,1.2242469999999999,0.30647399999999997,-0.469574,0.192466,-0.608428,-0.870029,-0.174868,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-1.3011979999999999,0.149324,1.159826,0.30647399999999997,-0.36449899999999996,0.192466,-0.608428,-0.949476,0.14111600000000002,g>f>h>i>d>c>b>a>e,7.0,6.0,5.0,4.0,8.0,1.0,0.0,2.0,3.0
-1.416474,-0.007909999999999999,0.902141,-0.211365,-0.15434900000000001,0.192466,-0.513808,-1.18782,0.351772,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-1.520943,-0.597536,-0.611757,0.047555,0.055800999999999996,0.192466,-0.135327,-1.664506,-0.06954,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-0.562708,-1.187163,-1.384811,-1.419657,-1.100025,-0.051276999999999996,1.283978,0.16279100000000002,0.773084,e>a>i>d>c>b>g>f>h,1.0,5.0,4.0,3.0,0.0,7.0,6.0,8.0,2.0
1.285317,-0.8726959999999999,0.000245,-0.901818,-2.150775,-0.29502,1.094737,0.877821,-0.06954,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
1.9661680000000001,0.070707,0.902141,-0.38397800000000004,-1.6254,-0.051276999999999996,0.432395,0.639478,0.035788,d>i>c>b>a>e>g>f>h,4.0,3.0,2.0,0.0,5.0,7.0,6.0,8.0,1.0
-2.054097,0.306558,-1.2881790000000002,1.6873799999999999,-0.99495,-0.051276999999999996,-2.027733,-1.9028490000000002,-0.174868,e>g>f>h>a>i>d>c>b,4.0,8.0,7.0,6.0,0.0,2.0,1.0,3.0,5.0
-2.5116,-0.636845,-0.676178,0.047555,-1.83555,-0.29502,0.053914,1.59285,-0.8068350000000001,a>b>c>d>i>e>g>f>h,0.0,1.0,2.0,3.0,5.0,7.0,6.0,8.0,4.0
-0.42941999999999997,-1.737482,1.41751,-1.678577,-1.41525,-0.051276999999999996,1.8517,1.354507,-0.06954,a>b>c>d>i>g>f>h>e,0.0,1.0,2.0,3.0,8.0,6.0,5.0,7.0,4.0
1.19886,-1.54094,1.514142,-1.1607370000000001,0.160876,0.192466,1.378598,-0.631686,-0.596179,i>d>c>b>a>e>g>f>h,4.0,3.0,2.0,1.0,5.0,7.0,6.0,8.0,0.0
1.263703,-0.9906209999999999,0.773299,0.22016799999999997,1.001476,0.436209,-0.419188,-0.870029,-0.174868,i>d>c>b>g>f>h>a>e,7.0,3.0,2.0,1.0,8.0,5.0,4.0,6.0,0.0
0.16137200000000002,-0.47961099999999995,-1.739127,0.479088,0.26595100000000005,0.192466,-0.797669,-1.267267,0.035788,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-0.03676,-0.47961099999999995,-2.125654,-0.47028500000000006,-0.36449899999999996,0.192466,-0.419188,-1.028924,1.931691,e>g>f>h>i>d>c>b>a,8.0,7.0,6.0,5.0,0.0,2.0,1.0,3.0,4.0
-0.047567,-0.47961099999999995,-2.190076,-0.38397800000000004,-0.469574,0.192466,-0.135327,-0.949476,1.615707,e>a>g>f>h>i>d>c>b,1.0,8.0,7.0,6.0,0.0,3.0,2.0,4.0,5.0
-0.15924100000000002,-0.5189199999999999,-1.771338,-0.125058,-1.83555,-0.29502,0.148534,1.4339549999999999,0.773084,d>i>b>c>a>e>g>f>h,4.0,2.0,3.0,0.0,5.0,7.0,6.0,8.0,1.0
