A1,A2,A3,A4,A5,ranking,a,b,c,d,e
0.176808,1.2893629999999998,0.657614,1.408462,0.665164,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
0.16230899999999998,1.300349,0.611833,1.319287,0.673905,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
0.11584000000000001,1.322323,0.657614,1.319287,0.673905,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
0.11584000000000001,1.300349,0.657614,1.274699,0.70013,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
0.099854,1.256402,0.703396,1.274699,0.743838,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
0.09260499999999999,1.2673889999999999,0.611833,1.274699,0.7088720000000001,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
0.16230899999999998,1.300349,0.52027,1.230111,0.7088720000000001,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
0.278483,1.311336,0.42870699999999995,1.1855229999999999,0.673905,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
0.03015,1.014693,0.29136300000000004,0.472116,0.612714,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
0.146324,0.8828520000000001,0.245581,0.739643,0.534039,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
0.099854,0.9158120000000001,0.245581,0.8734069999999999,0.5515220000000001,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
0.053385,0.959759,0.1998,1.0740530000000001,0.5515220000000001,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
0.10710399999999999,0.959759,0.337144,1.096347,0.5427810000000001,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
0.099854,0.959759,0.337144,1.0071709999999998,0.5515220000000001,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
0.046136,0.904825,0.29136300000000004,0.8511129999999999,0.516556,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
0.046136,0.849891,0.10823699999999999,0.806525,0.464106,b>c>e>d>a,4.0,0.0,1.0,3.0,2.0
0.037399,0.805944,0.10823699999999999,0.806525,0.437881,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
-0.078774,0.7510100000000001,0.15401800000000002,0.739643,0.437881,b>e>c>d>a,4.0,0.0,2.0,3.0,1.0
-0.139742,0.7290369999999999,0.062456,0.672762,0.394173,b>e>c>d>a,4.0,0.0,2.0,3.0,1.0
-0.148478,0.7290369999999999,0.016674,0.561292,0.490331,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
-0.039554,0.7510100000000001,-0.12067,0.628174,0.5427810000000001,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
-0.046803,0.794957,-0.166452,0.60588,0.5515220000000001,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
-0.032305,0.7290369999999999,0.016674,0.561292,0.5427810000000001,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
-0.00907,0.772984,0.10823699999999999,0.49441,0.6039720000000001,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
-0.148478,0.71805,-0.029107,0.360646,0.5252979999999999,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
-0.20219700000000002,0.7290369999999999,-0.029107,0.38294,0.5427810000000001,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
-0.132493,0.7290369999999999,-0.029107,0.472116,0.534039,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
-0.09327300000000001,0.7290369999999999,-0.074889,0.449822,0.516556,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
-0.055539,0.707063,-0.12067,0.449822,0.5427810000000001,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
-0.062789,0.652129,-0.166452,0.360646,0.577747,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
-0.09327300000000001,0.619169,-0.12067,0.338352,0.586489,b>e>d>c>a,4.0,0.0,3.0,2.0,1.0
-0.046803,0.586208,-0.166452,0.09311799999999999,0.577747,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
-0.023569,0.564235,-0.166452,-0.018351,0.586489,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
0.06937,0.44338,-0.212233,-0.24129099999999998,0.5952310000000001,e>b>d>c>a,4.0,1.0,3.0,2.0,0.0
0.16230899999999998,0.014896000000000001,-0.578485,-1.043874,0.516556,e>d>b>c>a,4.0,2.0,3.0,1.0,0.0
0.053385,-0.07299800000000001,-0.624266,-1.222226,0.47284799999999994,e>d>b>c>a,4.0,2.0,3.0,1.0,0.0
0.09260499999999999,-0.062012,-0.578485,-0.999286,0.464106,e>d>b>c>a,4.0,2.0,3.0,1.0,0.0
0.130338,-0.062012,-0.578485,-0.9324040000000001,0.48158999999999996,e>d>b>c>a,4.0,2.0,3.0,1.0,0.0
0.11584000000000001,0.003909,-0.5327029999999999,-1.043874,0.42913999999999997,e>d>b>c>a,4.0,2.0,3.0,1.0,0.0
0.176808,0.003909,-0.578485,-0.976992,0.32424000000000003,e>d>b>c>a,4.0,2.0,3.0,1.0,0.0
0.176808,-0.040038,-0.578485,-0.8878159999999999,0.184375,e>d>b>c>a,4.0,2.0,3.0,1.0,0.0
0.19279300000000002,-0.029051,-0.578485,-0.9546979999999999,0.131925,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.28573200000000004,-0.040038,-0.578485,-0.9324040000000001,0.15815,e>d>b>c>a,4.0,2.0,3.0,1.0,0.0
0.23201300000000002,-0.051025,-0.715829,-0.976992,0.140666,e>d>b>c>a,4.0,2.0,3.0,1.0,0.0
0.269746,-0.029051,-0.853173,-0.976992,0.131925,e>d>b>c>a,4.0,2.0,3.0,1.0,0.0
0.239263,-0.018065,-0.853173,-1.1107559999999999,0.05325,d>e>b>c>a,4.0,2.0,3.0,0.0,1.0
0.223277,0.06982999999999999,-0.944736,-1.1107559999999999,0.035767,d>e>b>c>a,4.0,2.0,3.0,0.0,1.0
0.19279300000000002,0.05884299999999999,-0.990518,-0.9101100000000001,0.079475,d>e>b>c>a,4.0,2.0,3.0,0.0,1.0
0.123089,0.10279,-0.944736,-0.999286,0.044509,d>e>b>c>a,4.0,2.0,3.0,0.0,1.0
0.11584000000000001,0.113777,-0.944736,-1.066168,0.070733,d>e>b>c>a,4.0,2.0,3.0,0.0,1.0
0.123089,0.12476400000000001,-0.944736,-0.9546979999999999,0.079475,d>e>b>c>a,4.0,2.0,3.0,0.0,1.0
0.09260499999999999,0.179697,-0.898955,-0.9546979999999999,0.05325,d>e>b>c>a,4.0,2.0,3.0,0.0,1.0
0.130338,0.234631,-0.944736,-0.9546979999999999,0.05325,d>e>b>c>a,4.0,2.0,3.0,0.0,1.0
0.022900999999999998,0.190684,-1.1278620000000001,-0.9324040000000001,0.000801,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.037399,0.13575,-1.402551,-0.9324040000000001,-0.051649,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.006915,0.13575,-1.3109879999999998,-0.776346,-0.051649,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.099854,0.20167100000000002,-1.265206,-0.731758,-0.042908,d>e>b>c>a,4.0,2.0,3.0,0.0,1.0
0.037399,0.190684,-1.0820809999999998,-0.620289,-0.007941,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.09260499999999999,0.14673699999999998,-1.1278620000000001,-0.486525,0.009542,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.006915,0.080816,-1.173643,-0.196703,0.044509,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.06937,0.05884299999999999,-1.219425,-0.24129099999999998,0.061992,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.15357300000000002,0.080816,-1.219425,-0.17440899999999998,0.027025,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.28573200000000004,0.12476400000000001,-0.944736,-0.196703,0.061992,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.378671,0.190684,-0.990518,-0.018351,0.17563299999999998,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.362685,0.168711,-1.0820809999999998,0.16,0.14940799999999999,d>e>b>c>a,4.0,2.0,3.0,0.0,1.0
0.308967,0.13575,-1.0820809999999998,0.09311799999999999,0.114442,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.35543600000000003,0.113777,-1.219425,0.182294,0.140666,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.308967,0.014896000000000001,-1.3109879999999998,0.09311799999999999,0.12318299999999999,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.324952,-0.105959,-1.265206,-0.040645,0.096958,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.269746,-0.14990599999999998,-1.1278620000000001,-0.263585,0.096958,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.19279300000000002,-0.20484000000000002,-1.173643,-0.46423100000000006,0.044509,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.15357300000000002,-0.22681300000000001,-1.265206,-0.375055,0.096958,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.18554400000000001,-0.215827,-1.219425,-0.41964300000000004,0.14940799999999999,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.208779,-0.24878699999999998,-1.3109879999999998,-0.5311130000000001,0.14940799999999999,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.19279300000000002,-0.22681300000000001,-1.402551,-0.486525,0.131925,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.24651199999999998,-0.215827,-1.585676,-0.5311130000000001,0.096958,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.146324,-0.28174699999999997,-1.768802,-0.642583,-0.042908,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.130338,-0.303721,-1.906147,-0.664876,-0.069132,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.16230899999999998,-0.314708,-1.9519279999999999,-0.642583,-0.069132,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.06937,-0.41358900000000004,-1.997709,-0.5979949999999999,-0.182773,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.060634,-0.358655,-1.997709,-0.664876,-0.22648200000000002,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.03015,-0.402602,-2.043491,-0.68717,-0.41879700000000003,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.083869,-0.347668,-2.043491,-0.820934,-0.663562,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.146324,-0.292734,-1.997709,-0.7540520000000001,-0.733495,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.269746,-0.336681,-2.1350540000000002,-0.664876,-0.716012,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.332201,-0.369642,-1.997709,-0.820934,-0.698529,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.38592,-0.402602,-2.0892720000000002,-1.02158,-0.584888,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.409155,-0.523457,-2.1350540000000002,-1.088462,-0.611113,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.409155,-0.51247,-2.1808349999999996,-1.043874,-0.532438,d>e>c>a>b,3.0,4.0,2.0,0.0,1.0
0.34818699999999997,-0.589377,-2.1350540000000002,-0.9101100000000001,-0.41879700000000003,d>e>c>a>b,3.0,4.0,2.0,0.0,1.0
0.339451,-0.611351,-1.9519279999999999,-0.999286,-0.322639,d>e>c>a>b,3.0,4.0,2.0,0.0,1.0
0.332201,-0.677272,-1.9519279999999999,-1.02158,-0.514955,d>e>c>a>b,3.0,4.0,2.0,0.0,1.0
0.324952,-0.677272,-1.906147,-0.999286,-0.558663,d>e>c>a>b,3.0,4.0,2.0,0.0,1.0
0.409155,-0.6223380000000001,-1.9519279999999999,-0.999286,-0.54118,d>e>c>a>b,3.0,4.0,2.0,0.0,1.0
0.409155,-0.611351,-1.997709,-0.999286,-0.497472,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.371422,-0.633324,-1.997709,-0.999286,-0.44502200000000003,d>e>c>a>b,3.0,4.0,2.0,0.0,1.0
0.28573200000000004,-0.644311,-1.860365,-1.066168,-0.401314,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.223277,-0.6552979999999999,-1.768802,-1.177638,-0.392572,d>e>c>a>b,3.0,4.0,2.0,0.0,1.0
0.23201300000000002,-0.666285,-1.539895,-1.1553440000000001,-0.392572,d>e>c>a>b,3.0,4.0,2.0,0.0,1.0
0.19279300000000002,-0.677272,-1.448332,-1.2668139999999999,-0.462505,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.262497,-0.6552979999999999,-1.402551,-1.199932,-0.401314,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.292981,-0.633324,-1.677239,-1.199932,-0.44502200000000003,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.432389,-0.589377,-1.768802,-1.066168,-0.44502200000000003,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.5020939999999999,-0.534443,-1.768802,-1.177638,-0.44502200000000003,d>e>c>a>b,3.0,4.0,2.0,0.0,1.0
0.49484399999999995,-0.523457,-1.814584,-1.177638,-0.44502200000000003,d>e>c>a>b,3.0,4.0,2.0,0.0,1.0
0.5020939999999999,-0.556417,-1.906147,-1.043874,-0.43628,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.518079,-0.523457,-1.860365,-0.9101100000000001,-0.41005600000000003,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.5717979999999999,-0.54543,-1.768802,-0.820934,-0.392572,d>e>c>a>b,3.0,4.0,2.0,0.0,1.0
0.634253,-0.523457,-1.585676,-0.46423100000000006,-0.296414,d>e>c>a>b,3.0,4.0,2.0,0.0,1.0
0.673473,-0.54543,-1.539895,-0.41964300000000004,-0.200257,d>e>c>a>b,3.0,4.0,2.0,0.0,1.0
0.627003,-0.567404,-1.585676,-0.285879,-0.252706,d>e>c>a>b,3.0,4.0,2.0,0.0,1.0
0.595032,-0.600364,-1.677239,-0.486525,-0.348864,d>e>c>a>b,3.0,4.0,2.0,0.0,1.0
0.657487,-0.589377,-1.631458,-0.731758,-0.340123,d>e>c>a>b,3.0,4.0,2.0,0.0,1.0
0.650238,-0.567404,-1.585676,-0.709464,-0.340123,d>e>c>a>b,3.0,4.0,2.0,0.0,1.0
0.796896,-0.534443,-1.539895,-0.664876,-0.287673,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.9058200000000001,-0.567404,-1.3109879999999998,-0.620289,-0.305156,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.8433649999999999,-0.611351,-1.265206,-0.731758,-0.322639,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.8825850000000001,-0.600364,-1.173643,-0.620289,-0.340123,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.889834,-0.556417,-1.173643,-0.5311130000000001,-0.383831,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
1.013257,-0.556417,-1.173643,-0.553407,-0.383831,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.9363040000000001,-0.523457,-1.1278620000000001,-0.46423100000000006,-0.366347,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.982773,-0.446549,-0.898955,-0.285879,-0.331381,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.990022,-0.479509,-0.853173,-0.39734899999999995,-0.340123,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.9595389999999999,-0.54543,-0.807392,-0.352761,-0.331381,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.9203180000000001,-0.567404,-0.853173,-0.486525,-0.375089,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.897084,-0.611351,-0.990518,-0.5979949999999999,-0.383831,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.013257,-0.57839,-0.944736,-0.5088189999999999,-0.348864,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.9363040000000001,-0.589377,-1.0820809999999998,-0.5979949999999999,-0.261448,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.990022,-0.589377,-1.173643,-0.5979949999999999,-0.27019,d>e>c>b>a,4.0,3.0,2.0,0.0,1.0
0.990022,-0.54543,-1.173643,-0.5088189999999999,-0.305156,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.9595389999999999,-0.51247,-1.219425,-0.352761,-0.305156,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.9435530000000001,-0.534443,-1.1278620000000001,-0.330467,-0.305156,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.9667879999999999,-0.589377,-1.219425,-0.46423100000000006,-0.313898,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.006008,-0.57839,-1.265206,-0.375055,-0.348864,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.013257,-0.567404,-1.3109879999999998,-0.352761,-0.340123,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.9987590000000001,-0.57839,-1.3109879999999998,-0.263585,-0.278931,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.9058200000000001,-0.57839,-1.3109879999999998,-0.46423100000000006,-0.305156,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.8825850000000001,-0.57839,-1.402551,-0.553407,-0.322639,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.8433649999999999,-0.589377,-1.723021,-0.709464,-0.401314,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.8128810000000001,-0.6552979999999999,-1.860365,-0.820934,-0.672304,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.804145,-0.633324,-1.860365,-0.8655219999999999,-0.75972,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.804145,-0.644311,-1.860365,-0.820934,-0.689787,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.8128810000000001,-0.677272,-1.860365,-0.731758,-0.681046,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.734441,-0.743192,-1.860365,-0.8432280000000001,-0.925811,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.796896,-0.809113,-1.768802,-0.9101100000000001,-0.987002,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.9522889999999999,-0.787139,-1.768802,-0.79864,-0.969519,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
0.9987590000000001,-0.809113,-1.768802,-0.731758,-0.8383950000000001,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.0292430000000001,-0.8310860000000001,-1.814584,-0.776346,-0.925811,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.059727,-0.8310860000000001,-1.723021,-0.5088189999999999,-0.9345530000000001,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.021993,-0.85306,-1.860365,-0.486525,-0.8908450000000001,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.045228,-0.875034,-1.768802,-0.308173,-0.908328,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.045228,-0.929968,-1.814584,-0.285879,-0.925811,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.145416,-0.9409540000000001,-1.814584,-0.39734899999999995,-0.960777,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.308059,-0.9189809999999999,-1.768802,-0.107527,-0.8383950000000001,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.308059,-0.897007,-1.723021,-0.129821,-0.908328,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.2456040000000002,-0.8640469999999999,-1.677239,-0.085233,-1.039452,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.21512,-0.85306,-1.631458,-0.263585,-1.118127,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.254341,-0.8310860000000001,-1.631458,-0.375055,-1.100643,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.30081,-0.8201,-1.448332,-0.39734899999999995,-1.0831600000000001,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.3777629999999998,-0.842073,-1.448332,-0.352761,-1.056935,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.408247,-0.842073,-1.448332,-0.39734899999999995,-1.039452,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.5011860000000001,-0.875034,-1.3567690000000001,-0.41964300000000004,-1.039452,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.594125,-0.842073,-1.3567690000000001,-0.5979949999999999,-1.039452,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.540406,-0.842073,-1.219425,-0.41964300000000004,-1.039452,e>d>c>a>b,3.0,4.0,2.0,1.0,0.0
1.547656,-0.787139,-1.1278620000000001,-0.5088189999999999,-1.056935,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
1.556392,-0.765166,-1.173643,-0.486525,-1.065677,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
1.594125,-0.743192,-1.173643,-0.486525,-1.0831600000000001,e>d>c>a>b,3.0,4.0,2.0,1.0,0.0
1.726284,-0.787139,-1.036299,-0.44193699999999997,-1.056935,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.826472,-0.754179,-1.0820809999999998,-0.39734899999999995,-1.03071,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.756768,-0.7212189999999999,-0.990518,-0.41964300000000004,-1.048194,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.7422689999999998,-0.732205,-0.944736,-0.39734899999999995,-1.048194,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.672565,-0.710232,-0.944736,-0.41964300000000004,-1.056935,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
1.586876,-0.699245,-1.0820809999999998,-0.486525,-1.048194,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
1.912162,-0.710232,-1.036299,-0.39734899999999995,-1.0919020000000002,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
1.947014,-0.710232,-0.944736,-0.152115,-1.170576,e>d>c>b>a,4.0,3.0,2.0,1.0,0.0
2.0283349999999998,-0.7212189999999999,-1.0820809999999998,-0.285879,-1.284217,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
2.063187,-0.743192,-0.990518,-0.062939,-1.502758,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
2.063187,-0.732205,-0.944736,0.070824,-1.555208,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
1.9586310000000002,-0.776153,-1.0820809999999998,-0.018351,-1.581432,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
1.9237790000000001,-0.776153,-1.0820809999999998,0.003943,-1.555208,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.8773099999999998,-0.8310860000000001,-1.036299,0.048530000000000004,-1.494016,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.9586310000000002,-0.8310860000000001,-0.853173,-0.263585,-1.7562650000000002,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.807605,-0.9189809999999999,-0.807392,-0.375055,-1.8436810000000001,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.7959880000000001,-1.006875,-0.853173,-0.68717,-1.8436810000000001,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.8308400000000002,-1.039835,-0.898955,-0.642583,-1.8174560000000002,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.935396,-0.984901,-0.853173,-0.46423100000000006,-1.7912310000000002,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.9586310000000002,-1.039835,-0.34957699999999997,-0.46423100000000006,-1.747523,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.912162,-1.050822,0.10823699999999999,-0.44193699999999997,-1.703815,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.970248,-1.050822,-0.258015,-0.5311130000000001,-1.590174,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
2.0283349999999998,-1.039835,-0.34957699999999997,-0.664876,-1.528983,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.981866,-1.0727959999999999,-0.853173,-0.8432280000000001,-1.397858,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
2.098039,-1.039835,-0.898955,-0.8878159999999999,-1.223026,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
2.086422,-0.9629280000000001,-0.807392,-0.9101100000000001,-1.179318,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
2.05157,-0.9958879999999999,-0.944736,-0.976992,-1.1880600000000001,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
2.190978,-1.061809,-0.853173,-0.8655219999999999,-1.214284,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
2.156126,-1.0727959999999999,-0.853173,-0.820934,-1.205543,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
2.156126,-1.083782,-0.990518,-0.664876,-1.118127,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
2.156126,-1.061809,-1.036299,-0.664876,-1.284217,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
2.074805,-1.083782,-1.173643,-0.664876,-1.371634,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
2.0051,-1.094769,-1.265206,-0.7540520000000001,-1.2492510000000001,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.9586310000000002,-1.050822,-1.3567690000000001,-0.7540520000000001,-1.284217,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
1.865692,-1.0727959999999999,-1.448332,-0.79864,-1.301701,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
1.6681970000000002,-1.182663,-1.677239,-0.976992,-1.362892,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.761136,-1.171677,-1.631458,-0.999286,-1.345409,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.888927,-1.2266110000000001,-1.448332,-0.976992,-1.301701,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.970248,-1.270558,-1.448332,-0.976992,-1.275476,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.981866,-1.457333,-1.173643,-1.2668139999999999,-1.266734,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
1.9237790000000001,-1.512267,-0.990518,-1.222226,-1.266734,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
1.8424580000000002,-1.512267,-1.0820809999999998,-1.289108,-1.223026,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.65658,-1.512267,-0.944736,-1.311402,-1.2492510000000001,e>c>d>a>b,3.0,4.0,1.0,2.0,0.0
1.447467,-1.380426,-0.898955,-1.199932,-1.179318,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
1.493937,-1.314505,-1.036299,-1.2668139999999999,-1.1443510000000001,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
1.168651,-1.2266110000000001,-1.173643,-1.289108,-1.196801,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
1.308059,-1.248584,-1.3109879999999998,-1.489753,-1.292959,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
1.400998,-1.347465,-1.3567690000000001,-1.512047,-1.2492510000000001,e>c>d>b>a,4.0,3.0,1.0,2.0,0.0
1.540406,-1.402399,-1.402551,-1.467459,-1.266734,c>e>d>b>a,4.0,3.0,0.0,2.0,1.0
1.424233,-1.446346,-1.494114,-1.467459,-1.179318,c>e>d>b>a,4.0,3.0,0.0,2.0,1.0
1.3661459999999999,-1.490293,-1.0820809999999998,-1.578929,-1.196801,c>e>d>b>a,4.0,3.0,0.0,2.0,1.0
1.308059,-1.50128,-1.0820809999999998,-1.712693,-1.214284,c>e>d>b>a,4.0,3.0,0.0,2.0,1.0
